Dataset,time
smartgrid, 2453934
smartgrid, 2164215
smartgrid, 417094
smartgrid, 2075690
smartgrid, 2185809
smartgrid, 4679503
smartgrid, 10104630
smartgrid, 4593481
smartgrid, 4706448
smartgrid, 8704858
smartgrid, 4638761
smartgrid, 17275
smartgrid, 5035469
smartgrid, 6615316
smartgrid, 6624708
smartgrid, 7989010
smartgrid, 10674096
smartgrid, 11380696
smartgrid, 11410814
smartgrid, 14136697
smartgrid, 14239805
smartgrid, 15178234
smartgrid, 15379636
smartgrid, 15582782
smartgrid, 89990
smartgrid, 126001
smartgrid, 644407
smartgrid, 3146392
smartgrid, 12448816
smartgrid, 186
smartgrid, 95352
smartgrid, 351427
smartgrid, 788392
smartgrid, 1977271
smartgrid, 3016474
smartgrid, 3286631
smartgrid, 3683568
smartgrid, 4111869
smartgrid, 4285214
smartgrid, 11113891
smartgrid, 471377
smartgrid, 730495
smartgrid, 2304155
smartgrid, 3452195
smartgrid, 4395375
smartgrid, 7669152
smartgrid, 2153675
smartgrid, 4496986
smartgrid, 6107436
smartgrid, 13574915
smartgrid, 3120716
smartgrid, 2719807
smartgrid, 3437748
smartgrid, 3495489
smartgrid, 3720525
smartgrid, 6483095
smartgrid, 6485655
smartgrid, 8227486
smartgrid, 10382462
smartgrid, 10392363
smartgrid, 10726468
smartgrid, 11250060
smartgrid, 13581271
smartgrid, 13591979
smartgrid, 13674827
smartgrid, 14736738
smartgrid, 3977995
smartgrid, 5000395
smartgrid, 466799
smartgrid, 486012
smartgrid, 1217999
smartgrid, 4147249
smartgrid, 4225827
smartgrid, 4127346
smartgrid, 52628
smartgrid, 144430
smartgrid, 8556149
smartgrid, 11483428
smartgrid, 1310519
smartgrid, 3351755
smartgrid, 5013068
smartgrid, 28796
smartgrid, 107375
smartgrid, 4043516
smartgrid, 6118795
smartgrid, 4593735
smartgrid, 4706556
smartgrid, 4022634
smartgrid, 4125704
smartgrid, 77275
smartgrid, 77313
smartgrid, 77363
smartgrid, 257530
smartgrid, 65522
smartgrid, 90321
smartgrid, 1489911
smartgrid, 2697155
smartgrid, 3284376
smartgrid, 4168371
smartgrid, 5394515
smartgrid, 12696356
smartgrid, 11582820
smartgrid, 24
smartgrid, 3017921
smartgrid, 2502877
smartgrid, 2671871
smartgrid, 3386489
smartgrid, 3430568
smartgrid, 3985447
smartgrid, 9
smartgrid, 340771
smartgrid, 65524
smartgrid, 8092260
smartgrid, 70885
smartgrid, 70903
smartgrid, 4143914
smartgrid, 167789
smartgrid, 297964
smartgrid, 402397
smartgrid, 523595
smartgrid, 559602
smartgrid, 5271582
smartgrid, 5272782
smartgrid, 4629708
smartgrid, 4671445
smartgrid, 8888904
smartgrid, 14656557
smartgrid, 52
smartgrid, 12802484
smartgrid, 37797
smartgrid, 400917
smartgrid, 401397
smartgrid, 426599
smartgrid, 2069637
smartgrid, 2659197
smartgrid, 4933077
smartgrid, 5042878
smartgrid, 6897598
smartgrid, 7658398
smartgrid, 8567398
smartgrid, 6116688
smartgrid, 6815989
smartgrid, 95400
smartgrid, 382257
smartgrid, 259555
smartgrid, 265412
smartgrid, 11577104
smartgrid, 5110295
smartgrid, 43167
smartgrid, 4545447
smartgrid, 242800
smartgrid, 4273007
smartgrid, 53087
smartgrid, 469226
smartgrid, 2008897
smartgrid, 2305460
smartgrid, 2331881
smartgrid, 2359321
smartgrid, 2733910
smartgrid, 4355909
smartgrid, 4789349
smartgrid, 5168093
smartgrid, 5507232
smartgrid, 5952466
smartgrid, 6828582
smartgrid, 8577830
smartgrid, 9171462
smartgrid, 11168943
smartgrid, 11171100
smartgrid, 11226140
smartgrid, 15173201
smartgrid, 15644102
smartgrid, 126338
smartgrid, 126699
smartgrid, 137184
smartgrid, 527937
smartgrid, 528758
smartgrid, 2147715
smartgrid, 2196542
smartgrid, 4184435
smartgrid, 4238022
smartgrid, 4281904
smartgrid, 4949500
smartgrid, 5073602
smartgrid, 9680360
smartgrid, 7076895
smartgrid, 8665970
smartgrid, 11603504
smartgrid, 30654
smartgrid, 185819
smartgrid, 2050919
smartgrid, 4637399
smartgrid, 4641622
smartgrid, 4642199
smartgrid, 2139060
smartgrid, 5865110
smartgrid, 6074420
smartgrid, 7086154
smartgrid, 10796931
smartgrid, 4009663
smartgrid, 4593576
smartgrid, 4706563
smartgrid, 6455688
smartgrid, 11009696
smartgrid, 14648393
smartgrid, 5885463
smartgrid, 2254002
smartgrid, 966295
smartgrid, 184397
smartgrid, 43200
smartgrid, 57600
smartgrid, 147601
smartgrid, 165600
smartgrid, 702000
smartgrid, 60
smartgrid, 14
smartgrid, 26423
smartgrid, 6062934
smartgrid, 6113793
smartgrid, 6814307
smartgrid, 3682347
smartgrid, 6276059
smartgrid, 342584
smartgrid, 604401
smartgrid, 695241
smartgrid, 942576
smartgrid, 256384
smartgrid, 86404
smartgrid, 2419205
smartgrid, 370799
smartgrid, 4211984
smartgrid, 4381183
smartgrid, 6061555
smartgrid, 14688
smartgrid, 688173
smartgrid, 1821577
smartgrid, 635364
smartgrid, 966254
smartgrid, 175981
smartgrid, 112
smartgrid, 43
smartgrid, 1061344
smartgrid, 33
smartgrid, 2355971
smartgrid, 4593508
smartgrid, 4706619
smartgrid, 8207981
smartgrid, 4046366
smartgrid, 1219936
smartgrid, 1219967
smartgrid, 1360519
smartgrid, 4813413
smartgrid, 1943308
smartgrid, 4821220
smartgrid, 13741175
smartgrid, 2897351
smartgrid, 5400474
smartgrid, 6054
smartgrid, 345524
smartgrid, 3656889
smartgrid, 13196617
smartgrid, 3015274
smartgrid, 1747969
smartgrid, 5428573
smartgrid, 5429577
smartgrid, 4593461
smartgrid, 4706369
smartgrid, 14353447
smartgrid, 65687
smartgrid, 4411607
smartgrid, 3399692
smartgrid, 826417
smartgrid, 931963
smartgrid, 1046413
smartgrid, 1384244
smartgrid, 4667669
smartgrid, 97919
smartgrid, 141676
smartgrid, 275217
smartgrid, 3638804
smartgrid, 4087618
smartgrid, 4256632
smartgrid, 4539948
smartgrid, 4868640
smartgrid, 4963529
smartgrid, 6034295
smartgrid, 10172090
smartgrid, 688185
smartgrid, 6234194
smartgrid, 6483686
smartgrid, 424611
smartgrid, 629089
smartgrid, 49914
smartgrid, 165480
smartgrid, 588541
smartgrid, 4593479
smartgrid, 4706388
smartgrid, 6173182
smartgrid, 4593636
smartgrid, 4706630
smartgrid, 2452525
smartgrid, 2247514
smartgrid, 3263911
smartgrid, 20395
smartgrid, 4143686
smartgrid, 7807850
smartgrid, 10153352
smartgrid, 4593515
smartgrid, 4706565
smartgrid, 18
smartgrid, 103
smartgrid, 3016084
smartgrid, 656411
smartgrid, 28832
smartgrid, 101424
smartgrid, 1255625
smartgrid, 3706865
smartgrid, 611358
smartgrid, 872683
smartgrid, 169403
smartgrid, 517783
smartgrid, 7614406
smartgrid, 11327327
smartgrid, 4830788
smartgrid, 693989
smartgrid, 748777
smartgrid, 6054884
smartgrid, 12181759
smartgrid, 11365104
smartgrid, 72002
smartgrid, 48614
smartgrid, 3641873
smartgrid, 417590
smartgrid, 701989
smartgrid, 12632394
smartgrid, 574
smartgrid, 30909
smartgrid, 46214
smartgrid, 4684713
smartgrid, 440398
smartgrid, 195639
smartgrid, 9799899
smartgrid, 54142
smartgrid, 159097
smartgrid, 4593673
smartgrid, 4706870
smartgrid, 112933
smartgrid, 6809406
smartgrid, 112905
smartgrid, 735892
smartgrid, 73887
smartgrid, 314528
smartgrid, 384460
smartgrid, 578235
smartgrid, 1569625
smartgrid, 4234494
smartgrid, 4492237
smartgrid, 4760021
smartgrid, 4888253
smartgrid, 5925839
smartgrid, 6444455
smartgrid, 4593614
smartgrid, 4706824
smarthomes, 4091355
smarthomes, 4268098
smarthomes, 10800
smarthomes, 126063
smarthomes, 3135530
smarthomes, 624355
smarthomes, 2769376
smarthomes, 2769870
smarthomes, 2771505
smarthomes, 4362188
smarthomes, 5283755
smarthomes, 5884913
smarthomes, 7068829
smarthomes, 7831242
smarthomes, 7906243
smarthomes, 8294131
smarthomes, 13697321
smarthomes, 21347
smarthomes, 8550512
smarthomes, 87569
smarthomes, 682831
smarthomes, 731653
smarthomes, 952140
smarthomes, 1542991
smarthomes, 1785263
smarthomes, 2767458
smarthomes, 2767489
smarthomes, 3772251
smarthomes, 11168378
smarthomes, 13947771
smarthomes, 14155132
smarthomes, 14711436
smarthomes, 50553
smarthomes, 154130
smarthomes, 2548752
smarthomes, 2669022
smarthomes, 2669084
smarthomes, 2813604
smarthomes, 3278847
smarthomes, 3878383
smarthomes, 1114
smarthomes, 232506
smarthomes, 290391
smarthomes, 340801
smarthomes, 498223
smarthomes, 822242
smarthomes, 858338
smarthomes, 4794815
smarthomes, 7072259
smarthomes, 17194818
smarthomes, 104244
smarthomes, 117922
smarthomes, 780430
smarthomes, 877072
smarthomes, 1519556
smarthomes, 17082410
smarthomes, 136456
smarthomes, 4261085
smarthomes, 2684388
smarthomes, 4192881
smarthomes, 4882764
smarthomes, 6656358
smarthomes, 8989169
smarthomes, 9875972
smarthomes, 15110680
smarthomes, 15123733
smarthomes, 339980
smarthomes, 2657772
smarthomes, 3998
smarthomes, 249191
smarthomes, 421855
smarthomes, 609266
smarthomes, 1059255
smarthomes, 3299264
smarthomes, 5202866
smarthomes, 5220800
smarthomes, 5533557
smarthomes, 8558329
smarthomes, 8564150
smarthomes, 8588259
smarthomes, 8629959
smarthomes, 8727189
smarthomes, 9737727
smarthomes, 9748939
smarthomes, 9949193
smarthomes, 10279561
smarthomes, 43199
smarthomes, 54246
smarthomes, 81881
smarthomes, 481917
smarthomes, 1015821
smarthomes, 1102401
smarthomes, 1187047
smarthomes, 1370410
smarthomes, 1562823
smarthomes, 1659853
smarthomes, 4642325
smarthomes, 4734379
smarthomes, 5449358
smarthomes, 6360458
smarthomes, 6412024
smarthomes, 7343393
smarthomes, 7763742
smarthomes, 1361198
smarthomes, 14863620
smarthomes, 1403939
smarthomes, 1680180
smarthomes, 2727420
smarthomes, 2764142
smarthomes, 2803742
smarthomes, 2840460
smarthomes, 2877179
smarthomes, 3028379
smarthomes, 3309180
smarthomes, 3443820
smarthomes, 3504300
smarthomes, 3953040
smarthomes, 3995699
smarthomes, 5672579
smarthomes, 6268740
smarthomes, 6395640
smarthomes, 6468239
smarthomes, 6565139
smarthomes, 7985458
smarthomes, 9337559
smarthomes, 929644
smarthomes, 6600751
smarthomes, 10844063
smarthomes, 8807095
smarthomes, 50315
smarthomes, 1504081
smarthomes, 429114
smarthomes, 1725384
smarthomes, 6087370
smarthomes, 118305
smarthomes, 277120
smarthomes, 628926
smarthomes, 629883
smarthomes, 629937
smarthomes, 882091
smarthomes, 1492441
smarthomes, 9009669
smarthomes, 10262634
smarthomes, 10265686
smarthomes, 14788247
smarthomes, 17002497
smarthomes, 17052221
smarthomes, 17121555
smarthomes, 17121560
smarthomes, 209118
smarthomes, 3317280
smarthomes, 3335280
smarthomes, 3338880
smarthomes, 3374880
smarthomes, 3378485
smarthomes, 3889687
smarthomes, 5063287
smarthomes, 6254880
smarthomes, 6445802
smarthomes, 7540207
smarthomes, 7685401
smarthomes, 8616485
smarthomes, 11341686
smarthomes, 11356080
smarthomes, 11568480
smarthomes, 11597286
smarthomes, 12211327
smarthomes, 13073401
smarthomes, 14005686
smarthomes, 2643960
smarthomes, 2769728
smarthomes, 4362169
smarthomes, 7068808
smarthomes, 8336751
smarthomes, 13697305
smarthomes, 3301656
smarthomes, 6834893
smarthomes, 8547249
smarthomes, 8632712
smarthomes, 8722402
smarthomes, 5868493
smarthomes, 8055394
smarthomes, 7865676
smarthomes, 13906495
smarthomes, 160198
smarthomes, 535800
smarthomes, 633899
smarthomes, 946498
smarthomes, 2397899
smarthomes, 3144298
smarthomes, 4616098
smarthomes, 4714199
smarthomes, 4954798
smarthomes, 4954799
smarthomes, 9704998
smarthomes, 9830998
smarthomes, 15013500
smarthomes, 15516300
smarthomes, 16687799
smarthomes, 5371465
smarthomes, 482036
smarthomes, 744372
smarthomes, 784898
smarthomes, 812108
smarthomes, 981588
smarthomes, 981709
smarthomes, 1016807
smarthomes, 1285257
smarthomes, 1489321
smarthomes, 1541360
smarthomes, 1556975
smarthomes, 1747618
smarthomes, 1955953
smarthomes, 2221334
smarthomes, 2482438
smarthomes, 2507991
smarthomes, 2528201
smarthomes, 2848306
smarthomes, 3511617
smarthomes, 3555012
smarthomes, 3579805
smarthomes, 3590885
smarthomes, 3624696
smarthomes, 3776555
smarthomes, 4011602
smarthomes, 4024786
smarthomes, 4176741
smarthomes, 4189354
smarthomes, 4351245
smarthomes, 4442360
smarthomes, 5103659
smarthomes, 5152422
smarthomes, 5601897
smarthomes, 6031296
smarthomes, 6040416
smarthomes, 6094899
smarthomes, 6096106
smarthomes, 6096227
smarthomes, 6188951
smarthomes, 6668998
smarthomes, 6696576
smarthomes, 6738499
smarthomes, 6956884
smarthomes, 7223370
smarthomes, 7404958
smarthomes, 7457000
smarthomes, 7468547
smarthomes, 7630115
smarthomes, 7699867
smarthomes, 7816090
smarthomes, 7909901
smarthomes, 7934361
smarthomes, 7967540
smarthomes, 8033176
smarthomes, 8126326
smarthomes, 8252439
smarthomes, 8363912
smarthomes, 8475423
smarthomes, 8487331
smarthomes, 8551147
smarthomes, 8594183
smarthomes, 8649441
smarthomes, 8670536
smarthomes, 8690324
smarthomes, 8705195
smarthomes, 9048299
smarthomes, 9111265
smarthomes, 10881845
smarthomes, 11166900
smarthomes, 11393194
smarthomes, 11424855
smarthomes, 11445088
smarthomes, 11445341
smarthomes, 11484267
smarthomes, 11690868
smarthomes, 11690869
smarthomes, 11977197
smarthomes, 12546632
smarthomes, 12546754
smarthomes, 12705238
smarthomes, 12777733
smarthomes, 12826175
smarthomes, 12884936
smarthomes, 12969866
smarthomes, 13163093
smarthomes, 13325343
smarthomes, 32399
smarthomes, 570599
smarthomes, 6299999
smarthomes, 14102999
smarthomes, 16567198
smarthomes, 595214
smarthomes, 8762725
smarthomes, 10612348
smarthomes, 10633186
smarthomes, 10652927
smarthomes, 10671850
smarthomes, 10691360
smarthomes, 10773253
smarthomes, 10846741
smarthomes, 10891111
smarthomes, 11066222
smarthomes, 11136185
smarthomes, 11201260
smarthomes, 11307009
smarthomes, 7690669
smarthomes, 11245903
smarthomes, 770818
smarthomes, 1605601
smarthomes, 14719137
smarthomes, 2531813
smarthomes, 5184410
smarthomes, 22805
smarthomes, 60605
smarthomes, 101404
smarthomes, 139799
smarthomes, 183061
smarthomes, 336004
smarthomes, 351066
smarthomes, 360003
smarthomes, 862799
smarthomes, 873002
smarthomes, 1545017
smarthomes, 1648187
smarthomes, 1810818
smarthomes, 6130799
smarthomes, 6144015
smarthomes, 6177005
smarthomes, 6200986
smarthomes, 6260481
smarthomes, 6331875
smarthomes, 6713985
smarthomes, 6882586
smarthomes, 6882682
smarthomes, 2574661
smarthomes, 9876967
smarthomes, 2712287
smarthomes, 141636
smarthomes, 674000
smarthomes, 29802
smarthomes, 309242
smarthomes, 406408
smarthomes, 522564
smarthomes, 841790
smarthomes, 1035987
smarthomes, 1036126
smarthomes, 1887626
smarthomes, 2304714
smarthomes, 3064283
smarthomes, 3915063
smarthomes, 4163126
smarthomes, 4171968
smarthomes, 4982305
smarthomes, 5121646
smarthomes, 6293309
smarthomes, 6743877
smarthomes, 8932326
smarthomes, 8970856
smarthomes, 8982116
smarthomes, 8982292
smarthomes, 9010091
smarthomes, 9470335
smarthomes, 10752767
smarthomes, 10807435
smarthomes, 10837358
smarthomes, 11156662
smarthomes, 14294646
smarthomes, 14383428
smarthomes, 14434340
smarthomes, 15200013
smarthomes, 15200433
smarthomes, 16596107
smarthomes, 16992757
smarthomes, 17386382
smarthomes, 17429023
smarthomes, 41
smarthomes, 84998
smarthomes, 168571
smarthomes, 168587
smarthomes, 168604
smarthomes, 625447
smarthomes, 625519
smarthomes, 1321117
smarthomes, 1469225
smarthomes, 2596170
smarthomes, 4236235
smarthomes, 5529628
smarthomes, 6135949
smarthomes, 6135994
smarthomes, 8030992
smarthomes, 8720823
smarthomes, 9080379
smarthomes, 9080389
smarthomes, 10021094
smarthomes, 10021131
smarthomes, 10315409
smarthomes, 10315482
smarthomes, 10553772
smarthomes, 10640549
smarthomes, 10973606
smarthomes, 10973633
smarthomes, 10973661
smarthomes, 10973676
smarthomes, 11249383
smarthomes, 11677064
smarthomes, 14519087
smarthomes, 15308317
smarthomes, 15308350
smarthomes, 15391392
smarthomes, 15391430
smarthomes, 15897324
smarthomes, 16438814
smarthomes, 16616374
smarthomes, 16692178
smarthomes, 3711370
smarthomes, 8591382
smarthomes, 8908485
smarthomes, 284385
smarthomes, 1047607
smarthomes, 1713609
smarthomes, 3696534
smarthomes, 3792484
smarthomes, 5255188
smarthomes, 2598604
smarthomes, 8307612
smarthomes, 4884800
smarthomes, 4238661
smarthomes, 9335205
smarthomes, 195
smarthomes, 227710
smarthomes, 898590
smarthomes, 1541536
smarthomes, 8750202
smarthomes, 8754894
smarthomes, 11520805
smarthomes, 14963879
smarthomes, 3437440
smarthomes, 469203
smarthomes, 4808775
smarthomes, 7830373
smarthomes, 10565070
smarthomes, 10585099
smarthomes, 10604335
smarthomes, 10623057
smarthomes, 10642711
smarthomes, 10683415
smarthomes, 10727971
smarthomes, 10815924
smarthomes, 10876735
smarthomes, 11110578
smarthomes, 14072216
smarthomes, 89389
smarthomes, 9026614
smarthomes, 10686
smarthomes, 8330116
smarthomes, 8734277
smarthomes, 10896332
smarthomes, 13573903
smarthomes, 2044829
smarthomes, 8055395
smarthomes, 90226
smarthomes, 1110016
smarthomes, 1110027
smarthomes, 1602093
smarthomes, 1668922
smarthomes, 5818248
smarthomes, 6135643
smarthomes, 6135684
smarthomes, 15046891
smarthomes, 95
smarthomes, 5146582
smarthomes, 796351
smarthomes, 3949201
smarthomes, 5181449
smarthomes, 455466
smarthomes, 90225
smarthomes, 245778
smarthomes, 3301685
smarthomes, 4169741
smarthomes, 7452192
smarthomes, 9183008
smarthomes, 9610078
smarthomes, 209157
smarthomes, 4243264
smarthomes, 4593600
smarthomes, 4924291
smarthomes, 6252025
smarthomes, 7664475
smarthomes, 7971964
smarthomes, 7976883
smarthomes, 7985464
smarthomes, 8434861
smarthomes, 9128462
smarthomes, 13397950
smarthomes, 13595643
smarthomes, 16371921
smarthomes, 13426613
smarthomes, 13516639
smarthomes, 1709
smarthomes, 13732581
smarthomes, 6358104
smarthomes, 44831
smarthomes, 90035
smarthomes, 376188
smarthomes, 430214
smarthomes, 1122003
smarthomes, 1675201
smarthomes, 2759389
smarthomes, 2934587
smarthomes, 3325864
smarthomes, 5657426
smarthomes, 6853789
smarthomes, 7654172
smarthomes, 7903195
smarthomes, 8536785
smarthomes, 9055160
smarthomes, 10821024
smarthomes, 11243961
smarthomes, 13912807
smarthomes, 2145332
smarthomes, 2147065
smarthomes, 3737831
smarthomes, 5260540
smarthomes, 5828229
smarthomes, 6444451
smarthomes, 6478051
smarthomes, 13072979
smarthomes, 705531
smarthomes, 775735
smarthomes, 906229
smarthomes, 3340749
smarthomes, 3348842
smarthomes, 3378575
smarthomes, 3841153
smarthomes, 4535061
smarthomes, 5165048
smarthomes, 5198376
smarthomes, 6015545
smarthomes, 8704745
smarthomes, 8794754
smarthomes, 9001743
smarthomes, 3920405
smarthomes, 3920414
smarthomes, 7892630
smarthomes, 2779237
smarthomes, 3022200
smarthomes, 5590740
smarthomes, 8148442
smarthomes, 8151291
smarthomes, 9772299
smarthomes, 13574042
smarthomes, 13730619
smarthomes, 13730652
smarthomes, 98381
smarthomes, 257908
smarthomes, 259100
smarthomes, 4327423
smarthomes, 4962202
smarthomes, 10910190
smarthomes, 3640065
smarthomes, 8641395
smarthomes, 11494195
smarthomes, 36603
smarthomes, 3629695
smarthomes, 8089167
smarthomes, 8298344
smarthomes, 1652749
smarthomes, 4906737
smarthomes, 11370252
smarthomes, 13422194
smarthomes, 24391
smarthomes, 350458
smarthomes, 4885469
smarthomes, 1
smarthomes, 1568028
smarthomes, 1568036
smarthomes, 1568101
smarthomes, 5952039
smarthomes, 53662
smarthomes, 368322
smarthomes, 5697
smarthomes, 81886
smarthomes, 176687
smarthomes, 216888
smarthomes, 221382
smarthomes, 259202
smarthomes, 813001
smarthomes, 852591
smarthomes, 920383
smarthomes, 6494758
smarthomes, 6767793
smarthomes, 7062703
smarthomes, 8746886
smarthomes, 8784660
smarthomes, 8826696
smarthomes, 8938266
smarthomes, 9040267
smarthomes, 9470470
smarthomes, 14970
smarthomes, 1386905
smarthomes, 3800126
smarthomes, 9019763
smarthomes, 9958988
smarthomes, 17132376
smarthomes, 6241237
smarthomes, 179316
smarthomes, 889253
smarthomes, 180
smarthomes, 3804515
smarthomes, 3804551
smarthomes, 3804583
smarthomes, 3804631
smarthomes, 3804674
smarthomes, 60356
smarthomes, 222356
smarthomes, 2142035
smarthomes, 2901663
smarthomes, 3164462
smarthomes, 3626072
smarthomes, 3654875
smarthomes, 3966354
smarthomes, 4000471
smarthomes, 4009536
smarthomes, 5099391
smarthomes, 6130801
smarthomes, 6201036
smarthomes, 6260469
smarthomes, 6288267
smarthomes, 6293667
smarthomes, 866962
smarthomes, 8421274
smarthomes, 10583778
smarthomes, 635099
smarthomes, 90238
smarthomes, 3499703
smarthomes, 5024
smarthomes, 7965612
smarthomes, 8054994
smarthomes, 8089224
smarthomes, 8298418
smarthomes, 1018023
smarthomes, 8218752
smarthomes, 9984291
smarthomes, 7035759
smarthomes, 43157
smarthomes, 106836
smarthomes, 1910280
smarthomes, 2023763
smarthomes, 2470091
smarthomes, 2609574
smarthomes, 2765668
smarthomes, 4179547
smarthomes, 5194934
smarthomes, 5281320
smarthomes, 83276
smarthomes, 205929
smarthomes, 504644
smarthomes, 1638764
smarthomes, 3529587
smarthomes, 6292515
smarthomes, 7885058
smarthomes, 8747533
smarthomes, 8754748
smarthomes, 8807165
smarthomes, 8820630
smarthomes, 14207829
smarthomes, 14979396
smarthomes, 17184078
smarthomes, 17291507
smarthomes, 7965640
smarthomes, 8054995
smarthomes, 8263542
smarthomes, 8089245
smarthomes, 8298360
smarthomes, 1627295
smarthomes, 5035975
smarthomes, 5376123
smarthomes, 5544386
smarthomes, 16528727
smarthomes, 612806
smarthomes, 3306505
smarthomes, 6816777
smarthomes, 10925082
smarthomes, 11203706
smarthomes, 11413228
smarthomes, 11309836
smarthomes, 14074608
smarthomes, 8548078
smarthomes, 248382
smarthomes, 1443580
smarthomes, 1710000
smarthomes, 6029998
smarthomes, 7786785
smarthomes, 14083192
smarthomes, 109818
smarthomes, 436
smarthomes, 540111
smarthomes, 1545854
smarthomes, 6136178
smarthomes, 3024041
smarthomes, 767558
smarthomes, 208537
smarthomes, 71589
smarthomes, 168455
smarthomes, 3742850
smarthomes, 14175774
smarthomes, 16753144
smarthomes, 1323763
smarthomes, 6399
smarthomes, 1200737
smarthomes, 1293733
smarthomes, 1323849
smarthomes, 3218161
smarthomes, 123894
smarthomes, 1600511
smarthomes, 87639
smarthomes, 9476
smarthomes, 58569
smarthomes, 194197
smarthomes, 194321
smarthomes, 802706
smarthomes, 2147338
smarthomes, 2606609
smarthomes, 2784977
smarthomes, 2989941
smarthomes, 93608
smarthomes, 6016905
smarthomes, 89995
smarthomes, 1339636
smarthomes, 2149877
smarthomes, 4102252
smarthomes, 1377848
smarthomes, 1846581
smarthomes, 3110341
smarthomes, 90232
smarthomes, 236581
smarthomes, 1997591
smarthomes, 5534163
smarthomes, 2264820
smarthomes, 748813
smarthomes, 18511
smarthomes, 56532
smarthomes, 76059
smarthomes, 122448
smarthomes, 190299
smarthomes, 378260
smarthomes, 439920
smarthomes, 504361
smarthomes, 680635
smarthomes, 741142
smarthomes, 4
smarthomes, 441771
smarthomes, 694263
smarthomes, 791933
smarthomes, 806636
smarthomes, 2323573
smarthomes, 302983
smarthomes, 90025
smarthomes, 1882032
smarthomes, 4930889
smarthomes, 5445460
smarthomes, 6742300
smarthomes, 5944366
smarthomes, 3647742
smarthomes, 6207333
smarthomes, 6599717
smarthomes, 2425
smarthomes, 2718598
smarthomes, 3204001
smarthomes, 5384568
smarthomes, 2566767
smarthomes, 92120
smarthomes, 6197587
smarthomes, 6552380
smarthomes, 8515130
smarthomes, 586
smarthomes, 1803273
smarthomes, 2271539
smarthomes, 2515436
smarthomes, 127435
smarthomes, 16606512
smarthomes, 8089292
smarthomes, 8298413
smarthomes, 8667831
smarthomes, 12664
smarthomes, 474815
smarthomes, 9648085
smarthomes, 101224
smarthomes, 552324
smarthomes, 350951
smarthomes, 1792575
smarthomes, 8089300
smarthomes, 8298419
smarthomes, 2565207
smarthomes, 9440815
smarthomes, 13906537
smarthomes, 7965609
smarthomes, 8054980
smarthomes, 80212
smarthomes, 78456
smarthomes, 4386573
smarthomes, 8531359
smarthomes, 11482191
smarthomes, 7968295
smarthomes, 12978932
smarthomes, 13856636
smarthomes, 2493372
smarthomes, 7852417
smarthomes, 8725457
smarthomes, 10517871
smarthomes, 90226
smarthomes, 7965618
smarthomes, 8055007
smarthomes, 6825571
smarthomes, 10108818
smarthomes, 700895
smarthomes, 10816584
smarthomes, 8055379
smarthomes, 427016
smarthomes, 7947319
smarthomes, 8901033
smarthomes, 11199658
smarthomes, 1047925
smarthomes, 1138621
smarthomes, 1257419
smarthomes, 1695780
smarthomes, 6411781
smarthomes, 7881571
smarthomes, 13426732
smarthomes, 13516732
smarthomes, 90000
smarthomes, 9804710
smarthomes, 13355091
smarthomes, 13355311
smarthomes, 1048167
smarthomes, 8089226
smarthomes, 8298417
smarthomes, 2380572
smarthomes, 1533593
smarthomes, 8089277
smarthomes, 8298357
smarthomes, 209114
smarthomes, 7737172
smarthomes, 10813839
smarthomes, 316947
smarthomes, 7965658
smarthomes, 8055038
smarthomes, 8089260
smarthomes, 8298415
smarthomes, 7998907
smarthomes, 136780
smarthomes, 788710
smarthomes, 7965596
smarthomes, 8054973
smarthomes, 8263513
smarthomes, 90051
smarthomes, 13383441
smarthomes, 16337819
smarthomes, 3535084
smarthomes, 631415
smarthomes, 1486296
smarthomes, 2016300
smarthomes, 2528175
smarthomes, 1674009
smarthomes, 804861
smarthomes, 898290
smarthomes, 20041
smarthomes, 39472
smarthomes, 58390
smarthomes, 77904
smarthomes, 108593
smarthomes, 143014
smarthomes, 264300
smarthomes, 476966
smarthomes, 525962
smarthomes, 657362
smarthomes, 718231
smarthomes, 4185886
smarthomes, 8089253
smarthomes, 9788294
smarthomes, 9808346
smarthomes, 9827383
smarthomes, 9846301
smarthomes, 9865818
smarthomes, 10080017
smarthomes, 10190993
smarthomes, 10245048
smarthomes, 10317809
smarthomes, 10356513
smarthomes, 10447716
smarthomes, 10515019
smarthomes, 20169
smarthomes, 3632291
smarthomes, 4951131
smarthomes, 10411218
smarthomes, 10852270
smarthomes, 10852290
smarthomes, 4421826
smarthomes, 8757732
smarthomes, 8777903
smarthomes, 8797302
smarthomes, 8816268
smarthomes, 8835657
smarthomes, 8992933
smarthomes, 9029485
smarthomes, 9124977
smarthomes, 9304360
smarthomes, 9417769
smarthomes, 9456586
smarthomes, 7965618
smarthomes, 8054981
smarthomes, 2689329
smarthomes, 2779084
smarthomes, 2986562
smarthomes, 2106111
smarthomes, 2797706
smarthomes, 2866778
smarthomes, 3016463
smarthomes, 7965610
smarthomes, 8054986
smarthomes, 1040068
smarthomes, 2363165
smarthomes, 8363064
smarthomes, 907200
smarthomes, 1915201
smarthomes, 9506410
smarthomes, 9506489
smarthomes, 13730148
smarthomes, 16804252
smarthomes, 657718
smarthomes, 8089243
smarthomes, 8298418
smarthomes, 8843581
smarthomes, 14879312
smarthomes, 159422
smarthomes, 14110888
smarthomes, 14111154
smarthomes, 82723
smarthomes, 5658615
smarthomes, 92550
smarthomes, 669516
