test,time_window,time_leap,pattern,frequency,length,size
model_BARD_5000_50_2_10_20, 3600000, 3600000, 0110022334455665, 196, 8, 7
model_BARD_5000_50_2_10_20, 3600000, 3600000, 011223344556655778, 195, 9, 9
model_BARD_5000_50_2_10_20, 3600000, 3600000, 0112233445566778899:, 192, 10, 11
model_BARD_5000_50_2_10_20, 3600000, 3600000, 01100220033445, 191, 7, 6
model_BARD_5000_50_2_10_20, 3600000, 3600000, 011002233445544667, 185, 9, 8
model_BARD_5000_50_2_10_20, 3600000, 3600000, 011002233445566557, 176, 9, 8
model_BARD_5000_50_2_10_20, 3600000, 3600000, 01100223344554, 174, 7, 6
model_BARD_5000_50_2_10_20, 3600000, 3600000, 011223344554466778, 169, 9, 9
model_BARD_5000_50_2_10_20, 3600000, 3600000, 011002233443, 167, 6, 5
model_BARD_5000_50_2_10_20, 3600000, 3600000, 0110022003344556, 167, 8, 7
model_BARD_5000_50_2_10_20, 3600000, 3600000, 011001122334, 164, 6, 5
model_BARD_5000_50_2_10_20, 3600000, 3600000, 01122334433556677889, 154, 10, 10
model_BARD_5000_50_2_10_20, 3600000, 3600000, 011002200334, 153, 6, 5
model_BARD_5000_50_2_10_20, 3600000, 3600000, 011002233224, 151, 6, 5
model_BARD_5000_50_2_10_20, 3600000, 3600000, 01122334455665577889, 149, 10, 10
model_BARD_5000_50_2_10_20, 3600000, 3600000, 01100223344556655778, 149, 10, 9
model_BARD_5000_50_2_10_20, 3600000, 3600000, 011221133445566778, 145, 9, 9
model_BARD_5000_50_2_10_20, 3600000, 3600000, 0112233224455667, 144, 8, 8
model_BARD_5000_50_2_10_20, 3600000, 3600000, 01100223322445, 144, 7, 6
model_BARD_5000_50_2_10_20, 3600000, 3600000, 011002200334455667, 144, 9, 8
model_BARD_5000_50_2_10_20, 3600000, 3600000, 011002233445566778899:, 141, 11, 11
model_BARD_5000_50_2_10_20, 3600000, 3600000, 01100223344335566778, 140, 10, 9
model_BARD_5000_50_2_10_20, 3600000, 3600000, 011221122334455667, 136, 9, 8
model_BARD_5000_50_2_10_20, 3600000, 3600000, 01122112233445566778, 134, 10, 9
model_BARD_5000_50_2_10_20, 3600000, 3600000, 011002233445566776, 129, 9, 8
model_BARD_5000_50_2_10_20, 3600000, 3600000, 011223344556677887, 125, 9, 9
model_BARD_5000_50_2_10_20, 3600000, 3600000, 01122113344335, 125, 7, 6
model_BARD_5000_50_2_10_20, 3600000, 3600000, 0110022332, 124, 5, 4
model_BARD_5000_50_2_10_20, 3600000, 3600000, 011001122334455446, 120, 9, 7
model_BARD_5000_50_2_10_20, 3600000, 3600000, 0110022334455665577889, 117, 11, 10
model_BARD_5000_50_2_10_20, 3600000, 3600000, 011223344556677668, 115, 9, 9
model_BARD_5000_50_2_10_20, 3600000, 3600000, 01100223344554466778, 115, 10, 9
model_BARD_5000_50_2_10_20, 3600000, 3600000, 011001122334433556, 115, 9, 7
model_BARD_5000_50_2_10_20, 3600000, 3600000, 01100112233445566557, 113, 10, 8
model_BARD_5000_50_2_10_20, 3600000, 3600000, 0110022332244556, 111, 8, 7
model_BARD_5000_50_2_10_20, 3600000, 3600000, 01100112233443355667, 111, 10, 8
model_BARD_5000_50_2_10_20, 3600000, 3600000, 0112211223344556, 108, 8, 7
model_BARD_5000_50_2_10_20, 3600000, 3600000, 01100112233445544667, 107, 10, 8
model_BARD_5000_50_2_10_20, 3600000, 3600000, 011001122334455665, 106, 9, 7
model_BARD_5000_50_2_10_20, 3600000, 3600000, 011223322445566778, 105, 9, 9
model_BARD_5000_50_2_10_20, 3600000, 3600000, 0112211331144556, 105, 8, 7
model_BARD_5000_50_2_10_20, 3600000, 3600000, 0110022334433556677889, 104, 11, 10
model_BARD_5000_50_2_10_20, 3600000, 3600000, 01122334455667766889, 103, 10, 10
model_BARD_5000_50_2_10_20, 3600000, 3600000, 01100112233445566778899:, 102, 12, 11
model_BARD_5000_50_2_10_20, 3600000, 3600000, 01122113344554, 100, 7, 6
model_BARD_5000_50_2_10_20, 3600000, 3600000, 0110011223344556655778, 99, 11, 9
model_BARD_5000_50_2_10_20, 3600000, 3600000, 011223344335566557, 94, 9, 8
model_BARD_5000_50_2_10_20, 3600000, 3600000, 0112211223344556677889, 93, 11, 10
model_BARD_5000_50_2_10_20, 3600000, 3600000, 0110022003, 93, 5, 4
model_BARD_5000_50_2_10_20, 3600000, 3600000, 011001100223344556, 93, 9, 7
model_BARD_5000_50_2_10_20, 3600000, 3600000, 0112211334455446, 92, 8, 7
model_BARD_5000_50_2_10_20, 3600000, 3600000, 0112211334433556, 89, 8, 7
model_BARD_5000_50_2_10_20, 3600000, 3600000, 011221133114455667, 89, 9, 8
model_BARD_5000_50_2_10_20, 3600000, 3600000, 01100223344556677668, 89, 10, 9
model_BARD_5000_50_2_10_20, 3600000, 3600000, 01122334400445566778, 88, 10, 9
model_BARD_5000_50_2_10_20, 3600000, 3600000, 011223344004455667, 88, 9, 8
model_BARD_5000_50_2_10_20, 3600000, 3600000, 011221133443, 88, 6, 5
model_BARD_5000_50_2_10_20, 3600000, 3600000, 01100223344556677887, 88, 10, 9
model_BARD_5000_50_2_10_20, 3600000, 3600000, 011223344556655778899:, 87, 11, 11
model_BARD_5000_50_2_10_20, 3600000, 3600000, 0112233443355665, 87, 8, 7
model_BARD_5000_50_2_10_20, 3600000, 3600000, 011221133445544667, 85, 9, 8
model_BARD_5000_50_2_10_20, 3600000, 3600000, 01100220033445566778, 85, 10, 9
model_BARD_5000_50_2_10_20, 3600000, 3600000, 0110011223, 85, 5, 4
model_BARD_5000_50_2_10_20, 3600000, 3600000, 0110011221133445, 85, 8, 6
model_BARD_5000_50_2_10_20, 3600000, 3600000, 01100110022334455667, 85, 10, 8
model_BARD_5000_50_2_10_20, 3600000, 3600000, 0110011223344335, 84, 8, 6
model_BARD_5000_50_2_10_20, 3600000, 3600000, 011001122113344556, 84, 9, 7
model_BARD_5000_50_2_10_20, 3600000, 3600000, 0112233224455446, 83, 8, 7
model_BARD_5000_50_2_10_20, 3600000, 3600000, 0110022334455667766889, 82, 11, 10
model_BARD_5000_50_2_10_20, 3600000, 3600000, 0110011223344335566778, 82, 11, 9
model_BARD_5000_50_2_10_20, 3600000, 3600000, 011223344556677668899:, 81, 11, 11
model_BARD_5000_50_2_10_20, 3600000, 3600000, 0112233440044556677889, 80, 11, 10
model_BARD_5000_50_2_10_20, 3600000, 3600000, 01122332244554, 80, 7, 6
model_BARD_5000_50_2_10_20, 3600000, 3600000, 01122113311445, 79, 7, 6
model_BARD_5000_50_2_10_20, 3600000, 3600000, 011001122334455665577889, 78, 12, 10
model_BARD_5000_50_2_10_20, 3600000, 3600000, 01122334455667788998, 77, 10, 10
model_BARD_5000_50_2_10_20, 3600000, 3600000, 01122334455446677668, 75, 10, 9
model_BARD_5000_50_2_10_20, 3600000, 3600000, 01122113344554466778, 75, 10, 9
model_BARD_5000_50_2_10_20, 3600000, 3600000, 01100112233445566776, 75, 10, 8
model_BARD_5000_50_2_10_20, 3600000, 3600000, 0110011223344554, 75, 8, 6
model_BARD_5000_50_2_10_20, 3600000, 3600000, 01100112211334455667, 75, 10, 8
model_BARD_5000_50_2_10_20, 3600000, 3600000, 01122113311445566778, 74, 10, 9
model_BARD_5000_50_2_10_20, 3600000, 3600000, 01122334455667788779, 73, 10, 10
model_BARD_5000_50_2_10_20, 3600000, 3600000, 011223344335566776, 72, 9, 8
model_BARD_5000_50_2_10_20, 3600000, 3600000, 01122113344556677889, 72, 10, 10
model_BARD_5000_50_2_10_20, 3600000, 3600000, 01100220, 72, 4, 3
model_BARD_5000_50_2_10_20, 3600000, 3600000, 01100223344556655778899:, 70, 12, 11
model_BARD_5000_50_2_10_20, 3600000, 3600000, 0110011002233445, 70, 8, 6
model_BARD_5000_50_2_10_20, 3600000, 3600000, 011223344554466776, 68, 9, 8
model_BARD_5000_50_2_10_20, 3600000, 3600000, 011223344335566778899:, 68, 11, 11
model_BARD_5000_50_2_10_20, 3600000, 3600000, 011002233224455667, 68, 9, 8
model_BARD_5000_50_2_10_20, 3600000, 3600000, 01100220022334455667, 68, 10, 8
model_BARD_5000_50_2_10_20, 3600000, 3600000, 0110011221122334455667, 68, 11, 8
model_BARD_5000_50_2_10_20, 3600000, 3600000, 0110011002233445566778, 68, 11, 9
model_BARD_5000_50_2_10_20, 3600000, 3600000, 01100223344556677668899:, 67, 12, 11
model_BARD_5000_50_2_10_20, 3600000, 3600000, 0110022002233445566778, 67, 11, 9
model_BARD_5000_50_2_10_20, 3600000, 3600000, 011001122112233445566778, 67, 12, 9
model_BARD_5000_50_2_10_20, 3600000, 3600000, 0112211334455446677889, 66, 11, 10
model_BARD_5000_50_2_10_20, 3600000, 3600000, 01122112233445, 66, 7, 6
model_BARD_5000_50_2_10_20, 3600000, 3600000, 011223344335533667, 65, 9, 8
model_BARD_5000_50_2_10_20, 3600000, 3600000, 0110022334455667788998, 65, 11, 10
model_BARD_5000_50_2_10_20, 3600000, 3600000, 01100223344335566557, 64, 10, 8
model_BARD_5000_50_2_10_20, 3600000, 3600000, 0110011223344554466778, 62, 11, 9
model_BARD_5000_50_2_10_20, 3600000, 3600000, 011001122334433556677889, 62, 12, 10
model_BARD_5000_50_2_10_20, 3600000, 3600000, 0112233440044556, 60, 8, 7
model_BARD_5000_50_2_10_20, 3600000, 3600000, 01100112211334, 60, 7, 5
model_BARD_5000_50_2_10_20, 3600000, 3600000, 011002233443355665, 59, 9, 7
model_BARD_5000_50_2_10_20, 3600000, 3600000, 01122334433553, 58, 7, 6
model_BARD_5000_50_2_10_20, 3600000, 3600000, 01122334455446677889, 57, 10, 10
model_BARD_5000_50_2_10_20, 3600000, 3600000, 0110022003344335, 57, 8, 6
model_BARD_5000_50_2_10_20, 3600000, 3600000, 0110011223344556677668, 57, 11, 9
model_BARD_5000_50_2_10_20, 3600000, 3600000, 01122334400445566778899:, 56, 12, 11
model_BARD_5000_50_2_10_20, 3600000, 3600000, 011223322442, 56, 6, 5
model_BARD_5000_50_2_10_20, 3600000, 3600000, 01122112233445566778899:, 56, 12, 11
model_BARD_5000_50_2_10_20, 3600000, 3600000, 0110022334455667788779, 55, 11, 10
model_BARD_5000_50_2_10_20, 3600000, 3600000, 011001122334455667766889, 55, 12, 10
model_BARD_5000_50_2_10_20, 3600000, 3600000, 011223344556677887799:, 54, 11, 11
model_BARD_5000_50_2_10_20, 3600000, 3600000, 011002200223344556, 54, 9, 7
model_BARD_5000_50_2_10_20, 3600000, 3600000, 0110011223344556655778899:, 54, 13, 11
model_BARD_5000_50_2_10_20, 3600000, 3600000, 01100112211223344556, 54, 10, 7
model_BARD_5000_50_2_10_20, 3600000, 3600000, 011221133443355667, 53, 9, 8
model_BARD_5000_50_2_10_20, 3600000, 3600000, 0110022334455446677668, 53, 11, 9
model_BARD_5000_50_2_10_20, 3600000, 3600000, 01100223344335566776, 53, 10, 8
model_BARD_5000_50_2_10_20, 3600000, 3600000, 0112233224455665, 52, 8, 7
model_BARD_5000_50_2_10_20, 3600000, 3600000, 011221133445566776, 52, 9, 8
model_BARD_5000_50_2_10_20, 3600000, 3600000, 011221133114, 52, 6, 5
model_BARD_5000_50_2_10_20, 3600000, 3600000, 011002200334455446, 52, 9, 7
model_BARD_5000_50_2_10_20, 3600000, 3600000, 0110022003344554, 52, 8, 6
model_BARD_5000_50_2_10_20, 3600000, 3600000, 01122332244556677889, 51, 10, 10
model_BARD_5000_50_2_10_20, 3600000, 3600000, 01100223344335566778899:, 51, 12, 11
model_BARD_5000_50_2_10_20, 3600000, 3600000, 01100223322445566778, 51, 10, 9
model_BARD_5000_50_2_10_20, 3600000, 3600000, 011002200330044556, 51, 9, 7
model_BARD_5000_50_2_10_20, 3600000, 3600000, 0110011223344556677887, 51, 11, 9
model_BARD_5000_50_2_10_20, 3600000, 3600000, 0112233443355336, 50, 8, 7
model_BARD_5000_50_2_10_20, 3600000, 3600000, 01122334433556655778, 49, 10, 9
model_BARD_5000_50_2_10_20, 3600000, 3600000, 0112211331, 49, 5, 4
model_BARD_5000_50_2_10_20, 3600000, 3600000, 0110011223344556677668899:, 48, 13, 11
model_BARD_5000_50_2_10_20, 3600000, 3600000, 0112233445544664, 47, 8, 7
model_BARD_5000_50_2_10_20, 3600000, 3600000, 01100220033445544667, 47, 10, 8
model_BARD_5000_50_2_10_20, 3600000, 3600000, 011002200223344556677889, 47, 12, 10
model_BARD_5000_50_2_10_20, 3600000, 3600000, 0112233224422556, 46, 8, 7
model_BARD_5000_50_2_10_20, 3600000, 3600000, 01100223344554466776, 46, 10, 8
model_BARD_5000_50_2_10_20, 3600000, 3600000, 01100112211223344556677889, 46, 13, 10
model_BARD_5000_50_2_10_20, 3600000, 3600000, 011223322445544667, 45, 9, 8
model_BARD_5000_50_2_10_20, 3600000, 3600000, 01122332244225, 45, 7, 6
model_BARD_5000_50_2_10_20, 3600000, 3600000, 011002200334433556, 45, 9, 7
model_BARD_5000_50_2_10_20, 3600000, 3600000, 011221122334400445566778, 44, 12, 9
model_BARD_5000_50_2_10_20, 3600000, 3600000, 0112211223344004455667, 44, 11, 8
model_BARD_5000_50_2_10_20, 3600000, 3600000, 0110022334411445566778, 44, 11, 9
model_BARD_5000_50_2_10_20, 3600000, 3600000, 01100223344114455667, 44, 10, 8
model_BARD_5000_50_2_10_20, 3600000, 3600000, 01100112233443, 44, 7, 5
model_BARD_5000_50_2_10_20, 3600000, 3600000, 011001122334400445566778, 44, 12, 9
model_BARD_5000_50_2_10_20, 3600000, 3600000, 0110011223344004455667, 44, 11, 8
model_BARD_5000_50_2_10_20, 3600000, 3600000, 01100112211331144556, 44, 10, 7
model_BARD_5000_50_2_10_20, 3600000, 3600000, 011223344556655775, 43, 9, 8
model_BARD_5000_50_2_10_20, 3600000, 3600000, 01100223344335533667, 43, 10, 8
model_BARD_5000_50_2_10_20, 3600000, 3600000, 01100220033004455667, 43, 10, 8
model_BARD_5000_50_2_10_20, 3600000, 3600000, 0110011221133445566778, 43, 11, 9
model_BARD_5000_50_2_10_20, 3600000, 3600000, 0112211334455665, 42, 8, 7
model_BARD_5000_50_2_10_20, 3600000, 3600000, 01122113344554466778899:, 42, 12, 11
model_BARD_5000_50_2_10_20, 3600000, 3600000, 0110022003344554466778, 42, 11, 9
model_BARD_5000_50_2_10_20, 3600000, 3600000, 011001122334455667788998, 42, 12, 10
model_BARD_5000_50_2_10_20, 3600000, 3600000, 01122334455446677887, 41, 10, 9
model_BARD_5000_50_2_10_20, 3600000, 3600000, 0112211331144556677889, 41, 11, 10
model_BARD_5000_50_2_10_20, 3600000, 3600000, 011002233224455446, 41, 9, 7
model_BARD_5000_50_2_10_20, 3600000, 3600000, 0110022003344556677889, 41, 11, 10
model_BARD_5000_50_2_10_20, 3600000, 3600000, 011001100223344556677889, 41, 12, 10
model_BARD_5000_50_2_10_20, 3600000, 3600000, 01122334455665577887, 40, 10, 9
model_BARD_5000_50_2_10_20, 3600000, 3600000, 01122112233445566557, 40, 10, 8
model_BARD_5000_50_2_10_20, 3600000, 3600000, 01122112233440044556677889, 40, 13, 10
model_BARD_5000_50_2_10_20, 3600000, 3600000, 011002233441144556677889, 40, 12, 10
model_BARD_5000_50_2_10_20, 3600000, 3600000, 01100112233440044556677889, 40, 13, 10
model_BARD_5000_50_2_10_20, 3600000, 3600000, 0110011223322445, 40, 8, 6
model_BARD_5000_50_2_10_20, 3600000, 3600000, 0110011221133114455667, 40, 11, 8
model_BARD_5000_50_2_10_20, 3600000, 3600000, 0112233445566557788779, 39, 11, 10
model_BARD_5000_50_2_10_20, 3600000, 3600000, 0112233445544667766889, 39, 11, 10
model_BARD_5000_50_2_10_20, 3600000, 3600000, 0110022332244554, 39, 8, 6
model_BARD_5000_50_2_10_20, 3600000, 3600000, 01100220033443, 39, 7, 5
model_BARD_5000_50_2_10_20, 3600000, 3600000, 01122113344556655778, 38, 10, 9
model_BARD_5000_50_2_10_20, 3600000, 3600000, 011221133445566557, 38, 9, 8
model_BARD_5000_50_2_10_20, 3600000, 3600000, 01122112233443355667, 38, 10, 8
model_BARD_5000_50_2_10_20, 3600000, 3600000, 011221122334433556, 38, 9, 7
model_BARD_5000_50_2_10_20, 3600000, 3600000, 01100223344556677887799:, 38, 12, 11
model_BARD_5000_50_2_10_20, 3600000, 3600000, 0110022334455446677889, 38, 11, 10
model_BARD_5000_50_2_10_20, 3600000, 3600000, 011002233445544664, 38, 9, 7
model_BARD_5000_50_2_10_20, 3600000, 3600000, 0110022334433556655778, 38, 11, 9
model_BARD_5000_50_2_10_20, 3600000, 3600000, 01100110022334, 38, 7, 5
model_BARD_5000_50_2_10_20, 3600000, 3600000, 011002233443355336, 37, 9, 7
model_BARD_5000_50_2_10_20, 3600000, 3600000, 011002200334455446677889, 37, 12, 10
model_BARD_5000_50_2_10_20, 3600000, 3600000, 0110022003300445566778, 37, 11, 9
model_BARD_5000_50_2_10_20, 3600000, 3600000, 011001122334455667788779, 37, 12, 10
model_BARD_5000_50_2_10_20, 3600000, 3600000, 011223344554466447, 36, 9, 8
model_BARD_5000_50_2_10_20, 3600000, 3600000, 0112211223344556655778, 36, 11, 9
model_BARD_5000_50_2_10_20, 3600000, 3600000, 0112211223344335566778, 36, 11, 9
model_BARD_5000_50_2_10_20, 3600000, 3600000, 0110011223344335566557, 35, 11, 8
model_BARD_5000_50_2_10_20, 3600000, 3600000, 011001122113311445566778, 35, 12, 9
model_BARD_5000_50_2_10_20, 3600000, 3600000, 01122113344556677668, 34, 10, 9
model_BARD_5000_50_2_10_20, 3600000, 3600000, 01100223344554466447, 34, 10, 8
model_BARD_5000_50_2_10_20, 3600000, 3600000, 011001122334455446677668, 34, 12, 9
model_BARD_5000_50_2_10_20, 3600000, 3600000, 01122334455667766889988:, 33, 12, 11
model_BARD_5000_50_2_10_20, 3600000, 3600000, 011221133114455665, 33, 9, 7
model_BARD_5000_50_2_10_20, 3600000, 3600000, 0110022334433553, 33, 8, 6
model_BARD_5000_50_2_10_20, 3600000, 3600000, 0110022002233445, 33, 8, 6
model_BARD_5000_50_2_10_20, 3600000, 3600000, 011001122112233445, 33, 9, 6
model_BARD_5000_50_2_10_20, 3600000, 3600000, 01100110022334455446, 33, 10, 7
model_BARD_5000_50_2_10_20, 3600000, 3600000, 0112233445566776688998, 32, 11, 10
model_BARD_5000_50_2_10_20, 3600000, 3600000, 01122334455446644778, 32, 10, 9
model_BARD_5000_50_2_10_20, 3600000, 3600000, 0112233443355667788998, 32, 11, 10
model_BARD_5000_50_2_10_20, 3600000, 3600000, 01122334400445566776, 32, 10, 8
model_BARD_5000_50_2_10_20, 3600000, 3600000, 01122112233445566776, 32, 10, 8
model_BARD_5000_50_2_10_20, 3600000, 3600000, 011221122334455665, 32, 9, 7
model_BARD_5000_50_2_10_20, 3600000, 3600000, 011001122332244556, 32, 9, 7
model_BARD_5000_50_2_10_20, 3600000, 3600000, 01100112233224, 32, 7, 5
model_BARD_5000_50_2_10_20, 3600000, 3600000, 01100112, 32, 4, 3
model_BARD_5000_50_2_10_20, 3600000, 3600000, 01100112233443355665, 31, 10, 7
model_BARD_5000_50_2_10_20, 3600000, 3600000, 0112233445566778899::9, 30, 11, 11
model_BARD_5000_50_2_10_20, 3600000, 3600000, 011221122334433556677889, 30, 12, 10
model_BARD_5000_50_2_10_20, 3600000, 3600000, 01122112233440044556, 30, 10, 7
model_BARD_5000_50_2_10_20, 3600000, 3600000, 0110022334455667766889988:, 30, 13, 11
model_BARD_5000_50_2_10_20, 3600000, 3600000, 011002233441144556, 30, 9, 7
model_BARD_5000_50_2_10_20, 3600000, 3600000, 01100112233440044556, 30, 10, 7
model_BARD_5000_50_2_10_20, 3600000, 3600000, 0112211334455667766889, 29, 11, 10
model_BARD_5000_50_2_10_20, 3600000, 3600000, 0112211331144556655778, 29, 11, 9
model_BARD_5000_50_2_10_20, 3600000, 3600000, 01122113311445566557, 29, 10, 8
model_BARD_5000_50_2_10_20, 3600000, 3600000, 011221133114455446, 29, 9, 7
model_BARD_5000_50_2_10_20, 3600000, 3600000, 011002233445566557788779, 29, 12, 10
model_BARD_5000_50_2_10_20, 3600000, 3600000, 0110022334455665577887, 29, 11, 9
model_BARD_5000_50_2_10_20, 3600000, 3600000, 011002233445544667766889, 29, 12, 10
model_BARD_5000_50_2_10_20, 3600000, 3600000, 0110022334455446644778, 29, 11, 9
model_BARD_5000_50_2_10_20, 3600000, 3600000, 01100220033445566776, 29, 10, 8
model_BARD_5000_50_2_10_20, 3600000, 3600000, 0110011002233445566557, 29, 11, 8
model_BARD_5000_50_2_10_20, 3600000, 3600000, 0112233445566557788998, 28, 11, 10
model_BARD_5000_50_2_10_20, 3600000, 3600000, 01122334433556677668899:, 28, 12, 11
model_BARD_5000_50_2_10_20, 3600000, 3600000, 01122112233445544667, 28, 10, 8
model_BARD_5000_50_2_10_20, 3600000, 3600000, 011221122334455446, 28, 9, 7
model_BARD_5000_50_2_10_20, 3600000, 3600000, 011221122334400445566778899:, 28, 14, 11
model_BARD_5000_50_2_10_20, 3600000, 3600000, 01100223344556655775, 28, 10, 8
model_BARD_5000_50_2_10_20, 3600000, 3600000, 0110022334455446677887, 28, 11, 9
model_BARD_5000_50_2_10_20, 3600000, 3600000, 0110022334411445566778899:, 28, 13, 11
model_BARD_5000_50_2_10_20, 3600000, 3600000, 0110022003300445, 28, 8, 6
model_BARD_5000_50_2_10_20, 3600000, 3600000, 0110022002233445566778899:, 28, 13, 11
model_BARD_5000_50_2_10_20, 3600000, 3600000, 0110011223344554466776, 28, 11, 8
model_BARD_5000_50_2_10_20, 3600000, 3600000, 011001122334400445566778899:, 28, 14, 11
model_BARD_5000_50_2_10_20, 3600000, 3600000, 0110011221133445544667, 28, 11, 8
model_BARD_5000_50_2_10_20, 3600000, 3600000, 01100112211334455446, 28, 10, 7
model_BARD_5000_50_2_10_20, 3600000, 3600000, 011001122113, 28, 6, 4
model_BARD_5000_50_2_10_20, 3600000, 3600000, 011001122112233445566778899:, 28, 14, 11
model_BARD_5000_50_2_10_20, 3600000, 3600000, 011223344556677889988:, 27, 11, 11
model_BARD_5000_50_2_10_20, 3600000, 3600000, 011223344554466778899:, 27, 11, 11
