test,time_window,time_leap,pattern,frequency,length,size
model_BARD_5000_50_2_5_50, 3600000, 3600000, 01, 3333, 1, 2
model_BARD_5000_50_2_5_50, 3600000, 3600000, 0112, 472, 2, 3
model_BARD_5000_50_2_5_50, 3600000, 3600000, 0110, 133, 2, 2
model_BARD_5000_50_2_5_50, 3600000, 3600000, 011001, 54, 3, 2
model_BARD_5000_50_2_5_50, 3600000, 3600000, 011221, 25, 3, 3
model_BARD_5000_50_2_5_50, 3600000, 3600000, 011002, 21, 3, 3
model_BARD_5000_50_2_5_50, 3600000, 3600000, 011223, 18, 3, 4
model_BARD_5000_50_2_5_50, 3600000, 3600000, 01100110, 17, 4, 2
model_BARD_5000_50_2_5_50, 3600000, 3600000, 01122112, 12, 4, 3
model_BARD_5000_50_2_5_50, 3600000, 3600000, 0110022002, 8, 5, 3
model_BARD_5000_50_2_5_50, 3600000, 3600000, 01100220, 8, 4, 3
model_BARD_5000_50_2_5_50, 3600000, 3600000, 01100112, 7, 4, 3
model_BARD_5000_50_2_5_50, 3600000, 3600000, 01122110, 4, 4, 3
model_BARD_5000_50_2_5_50, 3600000, 3600000, 01100223, 4, 4, 4
model_BARD_5000_50_2_5_50, 3600000, 3600000, 0110022001, 4, 5, 3
model_BARD_5000_50_2_5_50, 3600000, 3600000, 01122334, 3, 4, 5
model_BARD_5000_50_2_5_50, 3600000, 3600000, 0112211223, 2, 5, 4
model_BARD_5000_50_2_5_50, 3600000, 3600000, 011221100112, 2, 6, 3
model_BARD_5000_50_2_5_50, 3600000, 3600000, 011221100110, 2, 6, 3
model_BARD_5000_50_2_5_50, 3600000, 3600000, 0112211001, 2, 5, 3
model_BARD_5000_50_2_5_50, 3600000, 3600000, 01100220011002, 2, 7, 3
model_BARD_5000_50_2_5_50, 3600000, 3600000, 01100220011001, 2, 7, 3
model_BARD_5000_50_2_5_50, 3600000, 3600000, 011002200110, 2, 6, 3
model_BARD_5000_50_2_5_50, 3600000, 3600000, 0110011223, 2, 5, 4
model_BARD_5000_50_2_5_50, 3600000, 3600000, 011001122112, 2, 6, 3
model_BARD_5000_50_2_5_50, 3600000, 3600000, 0110011221, 2, 5, 3
model_BARD_5000_50_2_5_50, 3600000, 3600000, 0110011002, 2, 5, 3
model_BARD_5000_50_2_5_50, 3600000, 3600000, 0110011001, 2, 5, 2
model_BARD_5000_50_2_5_50, 3600000, 3600000, 011221122112, 1, 6, 3
model_BARD_5000_50_2_5_50, 3600000, 3600000, 0112211221, 1, 5, 3
model_BARD_5000_50_2_5_50, 3600000, 3600000, 0112211001122112, 1, 8, 3
model_BARD_5000_50_2_5_50, 3600000, 3600000, 01122110011221, 1, 7, 3
model_BARD_5000_50_2_5_50, 3600000, 3600000, 0110022334, 1, 5, 5
model_BARD_5000_50_2_5_50, 3600000, 3600000, 011002200223, 1, 6, 4
model_BARD_5000_50_2_5_50, 3600000, 3600000, 01100220022002, 1, 7, 3
model_BARD_5000_50_2_5_50, 3600000, 3600000, 011002200220, 1, 6, 3
model_BARD_5000_50_2_5_50, 3600000, 3600000, 011002200110022002, 1, 9, 3
model_BARD_5000_50_2_5_50, 3600000, 3600000, 0110022001100220, 1, 8, 3
model_BARD_5000_50_2_5_50, 3600000, 3600000, 01100112211223, 1, 7, 4
model_BARD_5000_50_2_5_50, 3600000, 3600000, 01100110022002, 1, 7, 3
model_BARD_5000_50_2_5_50, 3600000, 3600000, 011001100220, 1, 6, 3
