Test, Nodes, Edges, Algorithm, UsingTimeWindow, MaxV, MaxE, Time, ExecutionTime, P1, P2, P3, P4, P5, P6, P7, P8, P9, P10, P11, P12, P13, P14, P15, P16
itsecurity, 8671, 13652, 1, 1, 10, 15, 3600000, 237367, 6766, 16018, 8006, 10874, 5241, 5877, 891, 0, 0, 0, 0, 0, 0, 0, 0, 0
itsecurity, 8671, 13652, 1, 0, 10, 15, 1000, 93561, 6766, 155, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
itsecurity, 8671, 13652, 1, 0, 10, 15, 5000, 91186, 6766, 282, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
itsecurity, 8671, 13652, 1, 0, 10, 15, 10000, 74082, 6766, 323, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
itsecurity, 8671, 13652, 1, 0, 10, 15, 30000, 83311, 6766, 548, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
itsecurity, 8671, 13652, 1, 0, 10, 15, 60000, 60042, 6766, 667, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
itsecurity, 8671, 13652, 1, 0, 10, 15, 120000, 84942, 6766, 1258, 367, 103, 239, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
itsecurity, 8671, 13652, 1, 0, 10, 15, 300000, 82140, 6766, 2374, 1090, 516, 524, 188, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0
itsecurity, 8671, 13652, 1, 0, 10, 15, 600000, 79350, 6766, 3863, 1874, 1661, 1244, 679, 220, 0, 0, 0, 0, 0, 0, 0, 0, 0
itsecurity, 8671, 13652, 1, 0, 10, 15, 900000, 125224, 6766, 5930, 4110, 5605, 3158, 3108, 594, 0, 0, 0, 0, 0, 0, 0, 0, 0
itsecurity, 8671, 13652, 1, 0, 10, 15, 1200000, 151532, 6766, 7353, 5137, 7870, 3822, 4244, 693, 0, 0, 0, 0, 0, 0, 0, 0, 0
itsecurity, 8671, 13652, 1, 0, 10, 15, 1500000, 257693, 6766, 8989, 6435, 9890, 4801, 5400, 891, 0, 0, 0, 0, 0, 0, 0, 0, 0
itsecurity, 8671, 13652, 1, 0, 10, 15, 1800000, 374122, 6766, 9998, 6802, 10588, 4928, 5733, 891, 0, 0, 0, 0, 0, 0, 0, 0, 0
itsecurity, 8671, 13652, 1, 0, 10, 15, 2100000, 326819, 6766, 11444, 7435, 10865, 5241, 5877, 891, 0, 0, 0, 0, 0, 0, 0, 0, 0
itsecurity, 8671, 13652, 1, 0, 10, 15, 2400000, 354301, 6766, 12603, 7634, 10874, 5241, 5877, 891, 0, 0, 0, 0, 0, 0, 0, 0, 0
itsecurity, 8671, 13652, 1, 0, 10, 15, 2700000, 311008, 6766, 13915, 7634, 10874, 5241, 5877, 891, 0, 0, 0, 0, 0, 0, 0, 0, 0
itsecurity, 8671, 13652, 1, 0, 10, 15, 3000000, 320012, 6766, 14685, 7967, 10874, 5241, 5877, 891, 0, 0, 0, 0, 0, 0, 0, 0, 0
itsecurity, 8671, 13652, 1, 0, 10, 15, 3300000, 278505, 6766, 15380, 8504, 10874, 5241, 5877, 891, 0, 0, 0, 0, 0, 0, 0, 0, 0
itsecurity, 8671, 13652, 1, 0, 10, 15, 3600000, 171421, 6766, 16018, 8738, 10874, 5241, 5877, 891, 0, 0, 0, 0, 0, 0, 0, 0, 0
