test,time,using_time_window,length,time_window
devices, 3600000, 0, 6, 1912292
devices, 3600000, 0, 6, 1565828
devices, 3600000, 0, 6, 1275506
devices, 3600000, 0, 6, 1105786
devices, 3600000, 0, 7, 1121525
devices, 3600000, 0, 7, 1121525
devices, 3600000, 0, 8, 1196411
devices, 3600000, 0, 6, 1122103
devices, 3600000, 0, 6, 1122103
devices, 3600000, 0, 7, 1196411
devices, 3600000, 0, 5, 1121525
devices, 3600000, 0, 5, 1121525
devices, 3600000, 0, 6, 1196411
devices, 3600000, 0, 4, 1122103
devices, 3600000, 0, 4, 1122103
devices, 3600000, 0, 5, 1196411
devices, 3600000, 0, 3, 782502
devices, 3600000, 0, 4, 4216534
devices, 3600000, 0, 4, 1912292
devices, 3600000, 0, 4, 1565828
devices, 3600000, 0, 4, 1275506
devices, 3600000, 0, 4, 1105786
devices, 3600000, 0, 5, 1121525
devices, 3600000, 0, 5, 1121525
devices, 3600000, 0, 6, 1196411
devices, 3600000, 0, 4, 929222
devices, 3600000, 0, 5, 1048720
devices, 3600000, 0, 6, 4472172
devices, 3600000, 0, 6, 4472012
devices, 3600000, 0, 6, 4216534
devices, 3600000, 0, 6, 1912292
devices, 3600000, 0, 6, 1565828
devices, 3600000, 0, 6, 1275506
devices, 3600000, 0, 6, 1105786
devices, 3600000, 0, 7, 1121525
devices, 3600000, 0, 7, 1121525
devices, 3600000, 0, 8, 1196411
devices, 3600000, 0, 6, 1122103
devices, 3600000, 0, 6, 1122103
devices, 3600000, 0, 7, 1196411
devices, 3600000, 0, 5, 950593
devices, 3600000, 0, 6, 4472172
devices, 3600000, 0, 6, 4472012
devices, 3600000, 0, 6, 4216534
devices, 3600000, 0, 6, 1912292
devices, 3600000, 0, 6, 1565828
devices, 3600000, 0, 6, 1275506
devices, 3600000, 0, 6, 1105786
devices, 3600000, 0, 7, 1121525
devices, 3600000, 0, 7, 1121525
devices, 3600000, 0, 8, 1196411
devices, 3600000, 0, 6, 1122103
devices, 3600000, 0, 6, 1122103
devices, 3600000, 0, 7, 1196411
devices, 3600000, 0, 5, 929769
devices, 3600000, 0, 6, 4472172
devices, 3600000, 0, 6, 4472012
devices, 3600000, 0, 6, 4216534
devices, 3600000, 0, 6, 1912292
devices, 3600000, 0, 6, 1565828
devices, 3600000, 0, 6, 1275506
devices, 3600000, 0, 6, 1105786
devices, 3600000, 0, 7, 1121525
devices, 3600000, 0, 7, 1121525
devices, 3600000, 0, 8, 1196411
devices, 3600000, 0, 6, 1122103
devices, 3600000, 0, 6, 1122103
devices, 3600000, 0, 7, 1196411
devices, 3600000, 0, 5, 1121525
devices, 3600000, 0, 5, 1121525
devices, 3600000, 0, 6, 1196411
devices, 3600000, 0, 4, 874606
devices, 3600000, 0, 5, 1048720
devices, 3600000, 0, 6, 4472172
devices, 3600000, 0, 6, 4472012
devices, 3600000, 0, 6, 4216534
devices, 3600000, 0, 6, 1912292
devices, 3600000, 0, 6, 1565828
devices, 3600000, 0, 6, 1275506
devices, 3600000, 0, 6, 1105786
devices, 3600000, 0, 7, 1121525
devices, 3600000, 0, 7, 1121525
devices, 3600000, 0, 8, 1196411
devices, 3600000, 0, 6, 1122103
devices, 3600000, 0, 6, 1122103
devices, 3600000, 0, 7, 1196411
devices, 3600000, 0, 5, 950593
devices, 3600000, 0, 6, 4472172
devices, 3600000, 0, 6, 4472012
devices, 3600000, 0, 6, 4216534
devices, 3600000, 0, 6, 1912292
devices, 3600000, 0, 6, 1565828
devices, 3600000, 0, 6, 1275506
devices, 3600000, 0, 6, 1105786
devices, 3600000, 0, 7, 1121525
devices, 3600000, 0, 7, 1121525
devices, 3600000, 0, 8, 1196411
devices, 3600000, 0, 6, 1122103
devices, 3600000, 0, 6, 1122103
devices, 3600000, 0, 7, 1196411
devices, 3600000, 0, 5, 929769
devices, 3600000, 0, 6, 4472172
devices, 3600000, 0, 6, 4472012
devices, 3600000, 0, 6, 4216534
devices, 3600000, 0, 6, 1912292
devices, 3600000, 0, 6, 1565828
devices, 3600000, 0, 6, 1275506
devices, 3600000, 0, 6, 1105786
devices, 3600000, 0, 7, 1121525
devices, 3600000, 0, 7, 1121525
devices, 3600000, 0, 8, 1196411
devices, 3600000, 0, 6, 1122103
devices, 3600000, 0, 6, 1122103
devices, 3600000, 0, 7, 1196411
devices, 3600000, 0, 5, 1121525
devices, 3600000, 0, 5, 1121525
devices, 3600000, 0, 6, 1196411
devices, 3600000, 0, 4, 1122103
devices, 3600000, 0, 4, 1122103
devices, 3600000, 0, 5, 1196411
devices, 3600000, 0, 3, 1121525
devices, 3600000, 0, 3, 1121525
devices, 3600000, 0, 4, 1196411
devices, 3600000, 0, 2, 76875
devices, 3600000, 0, 3, 1048720
devices, 3600000, 0, 4, 4472172
devices, 3600000, 0, 4, 4472012
devices, 3600000, 0, 4, 4216534
devices, 3600000, 0, 4, 1912292
devices, 3600000, 0, 4, 1565828
devices, 3600000, 0, 4, 1275506
devices, 3600000, 0, 4, 1105786
devices, 3600000, 0, 5, 1121525
devices, 3600000, 0, 5, 1121525
devices, 3600000, 0, 6, 1196411
devices, 3600000, 0, 4, 1122103
devices, 3600000, 0, 4, 1122103
devices, 3600000, 0, 5, 1196411
devices, 3600000, 0, 3, 950593
devices, 3600000, 0, 4, 4472172
devices, 3600000, 0, 4, 4472012
devices, 3600000, 0, 4, 4216534
devices, 3600000, 0, 4, 1912292
devices, 3600000, 0, 4, 1565828
devices, 3600000, 0, 4, 1275506
devices, 3600000, 0, 4, 1105786
devices, 3600000, 0, 5, 1121525
devices, 3600000, 0, 5, 1121525
devices, 3600000, 0, 6, 1196411
devices, 3600000, 0, 4, 1122103
devices, 3600000, 0, 4, 1122103
devices, 3600000, 0, 5, 1196411
devices, 3600000, 0, 3, 929769
devices, 3600000, 0, 4, 4472172
devices, 3600000, 0, 4, 4472012
devices, 3600000, 0, 4, 4216534
devices, 3600000, 0, 4, 1912292
devices, 3600000, 0, 4, 1565828
devices, 3600000, 0, 4, 1275506
devices, 3600000, 0, 4, 1105786
devices, 3600000, 0, 5, 1121525
devices, 3600000, 0, 5, 1121525
devices, 3600000, 0, 6, 1196411
devices, 3600000, 0, 4, 1122103
devices, 3600000, 0, 4, 1122103
devices, 3600000, 0, 5, 1196411
devices, 3600000, 0, 3, 848343
devices, 3600000, 0, 4, 4216534
devices, 3600000, 0, 4, 1912292
devices, 3600000, 0, 4, 1565828
devices, 3600000, 0, 4, 1275506
devices, 3600000, 0, 4, 1105786
devices, 3600000, 0, 5, 1121525
devices, 3600000, 0, 5, 1121525
devices, 3600000, 0, 6, 1196411
devices, 3600000, 0, 4, 929222
devices, 3600000, 0, 5, 1048720
devices, 3600000, 0, 6, 4472172
devices, 3600000, 0, 6, 4472012
devices, 3600000, 0, 6, 4216534
devices, 3600000, 0, 6, 1912292
devices, 3600000, 0, 6, 1565828
devices, 3600000, 0, 6, 1275506
devices, 3600000, 0, 6, 1105786
devices, 3600000, 0, 7, 1121525
devices, 3600000, 0, 7, 1121525
devices, 3600000, 0, 8, 1196411
devices, 3600000, 0, 6, 1122103
devices, 3600000, 0, 6, 1122103
devices, 3600000, 0, 7, 1196411
devices, 3600000, 0, 5, 950593
devices, 3600000, 0, 6, 4472172
devices, 3600000, 0, 6, 4472012
devices, 3600000, 0, 6, 4216534
devices, 3600000, 0, 6, 1912292
devices, 3600000, 0, 6, 1565828
devices, 3600000, 0, 6, 1275506
devices, 3600000, 0, 6, 1105786
devices, 3600000, 0, 7, 1121525
devices, 3600000, 0, 7, 1121525
devices, 3600000, 0, 8, 1196411
devices, 3600000, 0, 6, 1122103
devices, 3600000, 0, 6, 1122103
devices, 3600000, 0, 7, 1196411
devices, 3600000, 0, 5, 929769
devices, 3600000, 0, 6, 4472172
devices, 3600000, 0, 6, 4472012
devices, 3600000, 0, 6, 4216534
devices, 3600000, 0, 6, 1912292
devices, 3600000, 0, 6, 1565828
devices, 3600000, 0, 6, 1275506
devices, 3600000, 0, 6, 1105786
devices, 3600000, 0, 7, 1121525
devices, 3600000, 0, 7, 1121525
devices, 3600000, 0, 8, 1196411
devices, 3600000, 0, 6, 1122103
devices, 3600000, 0, 6, 1122103
devices, 3600000, 0, 7, 1196411
devices, 3600000, 0, 5, 1121525
devices, 3600000, 0, 5, 1121525
devices, 3600000, 0, 6, 1196411
devices, 3600000, 0, 4, 874606
devices, 3600000, 0, 5, 1048720
devices, 3600000, 0, 6, 4472172
devices, 3600000, 0, 6, 4472012
devices, 3600000, 0, 6, 4216534
devices, 3600000, 0, 6, 1912292
devices, 3600000, 0, 6, 1565828
devices, 3600000, 0, 6, 1275506
devices, 3600000, 0, 6, 1105786
devices, 3600000, 0, 7, 1121525
devices, 3600000, 0, 7, 1121525
devices, 3600000, 0, 8, 1196411
devices, 3600000, 0, 6, 1122103
devices, 3600000, 0, 6, 1122103
devices, 3600000, 0, 7, 1196411
devices, 3600000, 0, 5, 950593
devices, 3600000, 0, 6, 4472172
devices, 3600000, 0, 6, 4472012
devices, 3600000, 0, 6, 4216534
devices, 3600000, 0, 6, 1912292
devices, 3600000, 0, 6, 1565828
devices, 3600000, 0, 6, 1275506
devices, 3600000, 0, 6, 1105786
devices, 3600000, 0, 7, 1121525
devices, 3600000, 0, 7, 1121525
devices, 3600000, 0, 8, 1196411
devices, 3600000, 0, 6, 1122103
devices, 3600000, 0, 6, 1122103
devices, 3600000, 0, 7, 1196411
devices, 3600000, 0, 5, 929769
devices, 3600000, 0, 6, 4472172
devices, 3600000, 0, 6, 4472012
devices, 3600000, 0, 6, 4216534
devices, 3600000, 0, 6, 1912292
devices, 3600000, 0, 6, 1565828
devices, 3600000, 0, 6, 1275506
devices, 3600000, 0, 6, 1105786
devices, 3600000, 0, 7, 1121525
devices, 3600000, 0, 7, 1121525
devices, 3600000, 0, 8, 1196411
devices, 3600000, 0, 6, 1122103
devices, 3600000, 0, 6, 1122103
devices, 3600000, 0, 7, 1196411
devices, 3600000, 0, 5, 1121525
devices, 3600000, 0, 5, 1121525
devices, 3600000, 0, 6, 1196411
devices, 3600000, 0, 4, 1122103
devices, 3600000, 0, 4, 1122103
devices, 3600000, 0, 5, 1196411
devices, 3600000, 0, 3, 847140
devices, 3600000, 0, 4, 4216534
devices, 3600000, 0, 4, 1912292
devices, 3600000, 0, 4, 1565828
devices, 3600000, 0, 4, 1275506
devices, 3600000, 0, 4, 1105786
devices, 3600000, 0, 5, 1121525
devices, 3600000, 0, 5, 1121525
devices, 3600000, 0, 6, 1196411
devices, 3600000, 0, 4, 929222
devices, 3600000, 0, 5, 1048720
devices, 3600000, 0, 6, 4472172
devices, 3600000, 0, 6, 4472012
devices, 3600000, 0, 6, 4216534
devices, 3600000, 0, 6, 1912292
devices, 3600000, 0, 6, 1565828
devices, 3600000, 0, 6, 1275506
devices, 3600000, 0, 6, 1105786
devices, 3600000, 0, 7, 1121525
devices, 3600000, 0, 7, 1121525
devices, 3600000, 0, 8, 1196411
devices, 3600000, 0, 6, 1122103
devices, 3600000, 0, 6, 1122103
devices, 3600000, 0, 7, 1196411
devices, 3600000, 0, 5, 950593
devices, 3600000, 0, 6, 4472172
devices, 3600000, 0, 6, 4472012
devices, 3600000, 0, 6, 4216534
devices, 3600000, 0, 6, 1912292
devices, 3600000, 0, 6, 1565828
devices, 3600000, 0, 6, 1275506
devices, 3600000, 0, 6, 1105786
devices, 3600000, 0, 7, 1121525
devices, 3600000, 0, 7, 1121525
devices, 3600000, 0, 8, 1196411
devices, 3600000, 0, 6, 1122103
devices, 3600000, 0, 6, 1122103
devices, 3600000, 0, 7, 1196411
devices, 3600000, 0, 5, 929769
devices, 3600000, 0, 6, 4472172
devices, 3600000, 0, 6, 4472012
devices, 3600000, 0, 6, 4216534
devices, 3600000, 0, 6, 1912292
devices, 3600000, 0, 6, 1565828
devices, 3600000, 0, 6, 1275506
devices, 3600000, 0, 6, 1105786
devices, 3600000, 0, 7, 1121525
devices, 3600000, 0, 7, 1121525
devices, 3600000, 0, 8, 1196411
devices, 3600000, 0, 6, 1122103
devices, 3600000, 0, 6, 1122103
devices, 3600000, 0, 7, 1196411
devices, 3600000, 0, 5, 1121525
devices, 3600000, 0, 5, 1121525
devices, 3600000, 0, 6, 1196411
devices, 3600000, 0, 4, 874606
devices, 3600000, 0, 5, 1048720
devices, 3600000, 0, 6, 4472172
devices, 3600000, 0, 6, 4472012
devices, 3600000, 0, 6, 4216534
devices, 3600000, 0, 6, 1912292
devices, 3600000, 0, 6, 1565828
devices, 3600000, 0, 6, 1275506
devices, 3600000, 0, 6, 1105786
devices, 3600000, 0, 7, 1121525
devices, 3600000, 0, 7, 1121525
devices, 3600000, 0, 8, 1196411
devices, 3600000, 0, 6, 1122103
devices, 3600000, 0, 6, 1122103
devices, 3600000, 0, 7, 1196411
devices, 3600000, 0, 5, 950593
devices, 3600000, 0, 6, 4472172
devices, 3600000, 0, 6, 4472012
devices, 3600000, 0, 6, 4216534
devices, 3600000, 0, 6, 1912292
devices, 3600000, 0, 6, 1565828
devices, 3600000, 0, 6, 1275506
devices, 3600000, 0, 6, 1105786
devices, 3600000, 0, 7, 1121525
devices, 3600000, 0, 7, 1121525
devices, 3600000, 0, 8, 1196411
devices, 3600000, 0, 6, 1122103
devices, 3600000, 0, 6, 1122103
devices, 3600000, 0, 7, 1196411
devices, 3600000, 0, 5, 929769
devices, 3600000, 0, 6, 4472172
devices, 3600000, 0, 6, 4472012
devices, 3600000, 0, 6, 4216534
devices, 3600000, 0, 6, 1912292
devices, 3600000, 0, 6, 1565828
devices, 3600000, 0, 6, 1275506
devices, 3600000, 0, 6, 1105786
devices, 3600000, 0, 7, 1121525
devices, 3600000, 0, 7, 1121525
devices, 3600000, 0, 8, 1196411
devices, 3600000, 0, 6, 1122103
devices, 3600000, 0, 6, 1122103
devices, 3600000, 0, 7, 1196411
devices, 3600000, 0, 5, 1121525
devices, 3600000, 0, 5, 1121525
devices, 3600000, 0, 6, 1196411
devices, 3600000, 0, 4, 1122103
devices, 3600000, 0, 4, 1122103
devices, 3600000, 0, 5, 1196411
devices, 3600000, 0, 3, 782502
devices, 3600000, 0, 4, 4216534
devices, 3600000, 0, 4, 1912292
devices, 3600000, 0, 4, 1565828
devices, 3600000, 0, 4, 1275506
devices, 3600000, 0, 4, 1105786
devices, 3600000, 0, 5, 1121525
devices, 3600000, 0, 5, 1121525
devices, 3600000, 0, 6, 1196411
devices, 3600000, 0, 4, 929222
devices, 3600000, 0, 5, 1048720
devices, 3600000, 0, 6, 4472172
devices, 3600000, 0, 6, 4472012
devices, 3600000, 0, 6, 4216534
devices, 3600000, 0, 6, 1912292
devices, 3600000, 0, 6, 1565828
devices, 3600000, 0, 6, 1275506
devices, 3600000, 0, 6, 1105786
devices, 3600000, 0, 7, 1121525
devices, 3600000, 0, 7, 1121525
devices, 3600000, 0, 8, 1196411
devices, 3600000, 0, 6, 1122103
devices, 3600000, 0, 6, 1122103
devices, 3600000, 0, 7, 1196411
devices, 3600000, 0, 5, 950593
devices, 3600000, 0, 6, 4472172
devices, 3600000, 0, 6, 4472012
devices, 3600000, 0, 6, 4216534
devices, 3600000, 0, 6, 1912292
devices, 3600000, 0, 6, 1565828
devices, 3600000, 0, 6, 1275506
devices, 3600000, 0, 6, 1105786
devices, 3600000, 0, 7, 1121525
devices, 3600000, 0, 7, 1121525
devices, 3600000, 0, 8, 1196411
devices, 3600000, 0, 6, 1122103
devices, 3600000, 0, 6, 1122103
devices, 3600000, 0, 7, 1196411
devices, 3600000, 0, 5, 929769
devices, 3600000, 0, 6, 4472172
devices, 3600000, 0, 6, 4472012
devices, 3600000, 0, 6, 4216534
devices, 3600000, 0, 6, 1912292
devices, 3600000, 0, 6, 1565828
devices, 3600000, 0, 6, 1275506
devices, 3600000, 0, 6, 1105786
devices, 3600000, 0, 7, 1121525
devices, 3600000, 0, 7, 1121525
devices, 3600000, 0, 8, 1196411
devices, 3600000, 0, 6, 1122103
devices, 3600000, 0, 6, 1122103
devices, 3600000, 0, 7, 1196411
devices, 3600000, 0, 5, 1121525
devices, 3600000, 0, 5, 1121525
devices, 3600000, 0, 6, 1196411
devices, 3600000, 0, 4, 874606
devices, 3600000, 0, 5, 1048720
devices, 3600000, 0, 6, 4472172
devices, 3600000, 0, 6, 4472012
devices, 3600000, 0, 6, 4216534
devices, 3600000, 0, 6, 1912292
devices, 3600000, 0, 6, 1565828
devices, 3600000, 0, 6, 1275506
devices, 3600000, 0, 6, 1105786
devices, 3600000, 0, 7, 1121525
devices, 3600000, 0, 7, 1121525
devices, 3600000, 0, 8, 1196411
devices, 3600000, 0, 6, 1122103
devices, 3600000, 0, 6, 1122103
devices, 3600000, 0, 7, 1196411
devices, 3600000, 0, 5, 950593
devices, 3600000, 0, 6, 4472172
devices, 3600000, 0, 6, 4472012
devices, 3600000, 0, 6, 4216534
devices, 3600000, 0, 6, 1912292
devices, 3600000, 0, 6, 1565828
devices, 3600000, 0, 6, 1275506
devices, 3600000, 0, 6, 1105786
devices, 3600000, 0, 7, 1121525
devices, 3600000, 0, 7, 1121525
devices, 3600000, 0, 8, 1196411
devices, 3600000, 0, 6, 1122103
devices, 3600000, 0, 6, 1122103
devices, 3600000, 0, 7, 1196411
devices, 3600000, 0, 5, 929769
devices, 3600000, 0, 6, 4472172
devices, 3600000, 0, 6, 4472012
devices, 3600000, 0, 6, 4216534
devices, 3600000, 0, 6, 1912292
devices, 3600000, 0, 6, 1565828
devices, 3600000, 0, 6, 1275506
devices, 3600000, 0, 6, 1105786
devices, 3600000, 0, 7, 1121525
devices, 3600000, 0, 7, 1121525
devices, 3600000, 0, 8, 1196411
devices, 3600000, 0, 6, 1122103
devices, 3600000, 0, 6, 1122103
devices, 3600000, 0, 7, 1196411
devices, 3600000, 0, 5, 1121525
devices, 3600000, 0, 5, 1121525
devices, 3600000, 0, 6, 1196411
devices, 3600000, 0, 4, 1122103
devices, 3600000, 0, 4, 1122103
devices, 3600000, 0, 5, 1196411
devices, 3600000, 0, 3, 701900
devices, 3600000, 0, 4, 4216534
devices, 3600000, 0, 4, 1912292
devices, 3600000, 0, 4, 1565828
devices, 3600000, 0, 4, 1275506
devices, 3600000, 0, 4, 1105786
devices, 3600000, 0, 5, 1121525
devices, 3600000, 0, 5, 1121525
devices, 3600000, 0, 6, 1196411
devices, 3600000, 0, 4, 929222
devices, 3600000, 0, 5, 1048720
devices, 3600000, 0, 6, 4472172
devices, 3600000, 0, 6, 4472012
devices, 3600000, 0, 6, 4216534
devices, 3600000, 0, 6, 1912292
devices, 3600000, 0, 6, 1565828
devices, 3600000, 0, 6, 1275506
devices, 3600000, 0, 6, 1105786
devices, 3600000, 0, 7, 1121525
devices, 3600000, 0, 7, 1121525
devices, 3600000, 0, 8, 1196411
devices, 3600000, 0, 6, 1122103
devices, 3600000, 0, 6, 1122103
devices, 3600000, 0, 7, 1196411
devices, 3600000, 0, 5, 950593
devices, 3600000, 0, 6, 4472172
devices, 3600000, 0, 6, 4472012
devices, 3600000, 0, 6, 4216534
devices, 3600000, 0, 6, 1912292
devices, 3600000, 0, 6, 1565828
devices, 3600000, 0, 6, 1275506
devices, 3600000, 0, 6, 1105786
devices, 3600000, 0, 7, 1121525
devices, 3600000, 0, 7, 1121525
devices, 3600000, 0, 8, 1196411
devices, 3600000, 0, 6, 1122103
devices, 3600000, 0, 6, 1122103
devices, 3600000, 0, 7, 1196411
devices, 3600000, 0, 5, 929769
devices, 3600000, 0, 6, 4472172
devices, 3600000, 0, 6, 4472012
devices, 3600000, 0, 6, 4216534
devices, 3600000, 0, 6, 1912292
devices, 3600000, 0, 6, 1565828
devices, 3600000, 0, 6, 1275506
devices, 3600000, 0, 6, 1105786
devices, 3600000, 0, 7, 1121525
devices, 3600000, 0, 7, 1121525
devices, 3600000, 0, 8, 1196411
devices, 3600000, 0, 6, 1122103
devices, 3600000, 0, 6, 1122103
devices, 3600000, 0, 7, 1196411
devices, 3600000, 0, 5, 1121525
devices, 3600000, 0, 5, 1121525
devices, 3600000, 0, 6, 1196411
devices, 3600000, 0, 4, 874606
devices, 3600000, 0, 5, 1048720
devices, 3600000, 0, 6, 4472172
devices, 3600000, 0, 6, 4472012
devices, 3600000, 0, 6, 4216534
devices, 3600000, 0, 6, 1912292
devices, 3600000, 0, 6, 1565828
devices, 3600000, 0, 6, 1275506
devices, 3600000, 0, 6, 1105786
devices, 3600000, 0, 7, 1121525
devices, 3600000, 0, 7, 1121525
devices, 3600000, 0, 8, 1196411
devices, 3600000, 0, 6, 1122103
devices, 3600000, 0, 6, 1122103
devices, 3600000, 0, 7, 1196411
devices, 3600000, 0, 5, 950593
devices, 3600000, 0, 6, 4472172
devices, 3600000, 0, 6, 4472012
devices, 3600000, 0, 6, 4216534
devices, 3600000, 0, 6, 1912292
devices, 3600000, 0, 6, 1565828
devices, 3600000, 0, 6, 1275506
devices, 3600000, 0, 6, 1105786
devices, 3600000, 0, 7, 1121525
devices, 3600000, 0, 7, 1121525
devices, 3600000, 0, 8, 1196411
devices, 3600000, 0, 6, 1122103
devices, 3600000, 0, 6, 1122103
devices, 3600000, 0, 7, 1196411
devices, 3600000, 0, 5, 929769
devices, 3600000, 0, 6, 4472172
devices, 3600000, 0, 6, 4472012
devices, 3600000, 0, 6, 4216534
devices, 3600000, 0, 6, 1912292
devices, 3600000, 0, 6, 1565828
devices, 3600000, 0, 6, 1275506
devices, 3600000, 0, 6, 1105786
devices, 3600000, 0, 7, 1121525
devices, 3600000, 0, 7, 1121525
devices, 3600000, 0, 8, 1196411
devices, 3600000, 0, 6, 1122103
devices, 3600000, 0, 6, 1122103
devices, 3600000, 0, 7, 1196411
devices, 3600000, 0, 5, 1121525
devices, 3600000, 0, 5, 1121525
devices, 3600000, 0, 6, 1196411
devices, 3600000, 0, 4, 757161
devices, 3600000, 0, 5, 1048720
devices, 3600000, 0, 6, 4472172
devices, 3600000, 0, 6, 4472012
devices, 3600000, 0, 6, 4216534
devices, 3600000, 0, 6, 1912292
devices, 3600000, 0, 6, 1565828
devices, 3600000, 0, 6, 1275506
devices, 3600000, 0, 6, 1105786
devices, 3600000, 0, 7, 1121525
devices, 3600000, 0, 7, 1121525
devices, 3600000, 0, 8, 1196411
devices, 3600000, 0, 6, 1122103
devices, 3600000, 0, 6, 1122103
devices, 3600000, 0, 7, 1196411
devices, 3600000, 0, 5, 950593
devices, 3600000, 0, 6, 4472172
devices, 3600000, 0, 6, 4472012
devices, 3600000, 0, 6, 4216534
devices, 3600000, 0, 6, 1912292
devices, 3600000, 0, 6, 1565828
devices, 3600000, 0, 6, 1275506
devices, 3600000, 0, 6, 1105786
devices, 3600000, 0, 7, 1121525
devices, 3600000, 0, 7, 1121525
devices, 3600000, 0, 8, 1196411
devices, 3600000, 0, 6, 1122103
devices, 3600000, 0, 6, 1122103
devices, 3600000, 0, 7, 1196411
devices, 3600000, 0, 5, 929769
devices, 3600000, 0, 6, 4472172
devices, 3600000, 0, 6, 4472012
devices, 3600000, 0, 6, 4216534
devices, 3600000, 0, 6, 1912292
devices, 3600000, 0, 6, 1565828
devices, 3600000, 0, 6, 1275506
devices, 3600000, 0, 6, 1105786
devices, 3600000, 0, 7, 1121525
devices, 3600000, 0, 7, 1121525
devices, 3600000, 0, 8, 1196411
devices, 3600000, 0, 6, 1122103
devices, 3600000, 0, 6, 1122103
devices, 3600000, 0, 7, 1196411
devices, 3600000, 0, 5, 848343
devices, 3600000, 0, 6, 4216534
devices, 3600000, 0, 6, 1912292
devices, 3600000, 0, 6, 1565828
devices, 3600000, 0, 6, 1275506
devices, 3600000, 0, 6, 1105786
devices, 3600000, 0, 7, 1121525
devices, 3600000, 0, 7, 1121525
devices, 3600000, 0, 8, 1196411
devices, 3600000, 0, 6, 929222
devices, 3600000, 0, 7, 1048720
devices, 3600000, 0, 8, 4472172
devices, 3600000, 0, 8, 4472012
devices, 3600000, 0, 8, 4216534
devices, 3600000, 0, 8, 1912292
devices, 3600000, 0, 8, 1565828
devices, 3600000, 0, 8, 1275506
devices, 3600000, 0, 8, 1105786
devices, 3600000, 0, 9, 1121525
devices, 3600000, 0, 9, 1121525
devices, 3600000, 0, 10, 1196411
devices, 3600000, 0, 8, 1122103
devices, 3600000, 0, 8, 1122103
devices, 3600000, 0, 9, 1196411
devices, 3600000, 0, 7, 950593
devices, 3600000, 0, 8, 4472172
devices, 3600000, 0, 8, 4472012
devices, 3600000, 0, 8, 4216534
devices, 3600000, 0, 8, 1912292
devices, 3600000, 0, 8, 1565828
devices, 3600000, 0, 8, 1275506
devices, 3600000, 0, 8, 1105786
devices, 3600000, 0, 9, 1121525
devices, 3600000, 0, 9, 1121525
devices, 3600000, 0, 10, 1196411
devices, 3600000, 0, 8, 1122103
devices, 3600000, 0, 8, 1122103
devices, 3600000, 0, 9, 1196411
devices, 3600000, 0, 7, 929769
devices, 3600000, 0, 8, 4472172
devices, 3600000, 0, 8, 4472012
devices, 3600000, 0, 8, 4216534
devices, 3600000, 0, 8, 1912292
devices, 3600000, 0, 8, 1565828
devices, 3600000, 0, 8, 1275506
devices, 3600000, 0, 8, 1105786
devices, 3600000, 0, 9, 1121525
devices, 3600000, 0, 9, 1121525
devices, 3600000, 0, 10, 1196411
devices, 3600000, 0, 8, 1122103
devices, 3600000, 0, 8, 1122103
devices, 3600000, 0, 9, 1196411
devices, 3600000, 0, 7, 1121525
devices, 3600000, 0, 7, 1121525
devices, 3600000, 0, 8, 1196411
devices, 3600000, 0, 6, 874606
devices, 3600000, 0, 7, 1048720
devices, 3600000, 0, 8, 4472172
devices, 3600000, 0, 8, 4472012
devices, 3600000, 0, 8, 4216534
devices, 3600000, 0, 8, 1912292
devices, 3600000, 0, 8, 1565828
devices, 3600000, 0, 8, 1275506
devices, 3600000, 0, 8, 1105786
devices, 3600000, 0, 9, 1121525
devices, 3600000, 0, 9, 1121525
devices, 3600000, 0, 10, 1196411
devices, 3600000, 0, 8, 1122103
devices, 3600000, 0, 8, 1122103
devices, 3600000, 0, 9, 1196411
devices, 3600000, 0, 7, 950593
devices, 3600000, 0, 8, 4472172
devices, 3600000, 0, 8, 4472012
devices, 3600000, 0, 8, 4216534
devices, 3600000, 0, 8, 1912292
devices, 3600000, 0, 8, 1565828
devices, 3600000, 0, 8, 1275506
devices, 3600000, 0, 8, 1105786
devices, 3600000, 0, 9, 1121525
devices, 3600000, 0, 9, 1121525
devices, 3600000, 0, 10, 1196411
devices, 3600000, 0, 8, 1122103
devices, 3600000, 0, 8, 1122103
devices, 3600000, 0, 9, 1196411
devices, 3600000, 0, 7, 929769
devices, 3600000, 0, 8, 4472172
devices, 3600000, 0, 8, 4472012
devices, 3600000, 0, 8, 4216534
devices, 3600000, 0, 8, 1912292
devices, 3600000, 0, 8, 1565828
devices, 3600000, 0, 8, 1275506
devices, 3600000, 0, 8, 1105786
devices, 3600000, 0, 9, 1121525
devices, 3600000, 0, 9, 1121525
devices, 3600000, 0, 10, 1196411
devices, 3600000, 0, 8, 1122103
devices, 3600000, 0, 8, 1122103
devices, 3600000, 0, 9, 1196411
devices, 3600000, 0, 7, 1121525
devices, 3600000, 0, 7, 1121525
devices, 3600000, 0, 8, 1196411
devices, 3600000, 0, 6, 1122103
devices, 3600000, 0, 6, 1122103
devices, 3600000, 0, 7, 1196411
devices, 3600000, 0, 5, 847140
devices, 3600000, 0, 6, 4216534
devices, 3600000, 0, 6, 1912292
devices, 3600000, 0, 6, 1565828
devices, 3600000, 0, 6, 1275506
devices, 3600000, 0, 6, 1105786
devices, 3600000, 0, 7, 1121525
devices, 3600000, 0, 7, 1121525
devices, 3600000, 0, 8, 1196411
devices, 3600000, 0, 6, 929222
devices, 3600000, 0, 7, 1048720
devices, 3600000, 0, 8, 4472172
