test,time,using_time_window,length,time_window
devices, 3600000, 0, 7, 4751237
devices, 3600000, 0, 7, 4751077
devices, 3600000, 0, 7, 4495599
devices, 3600000, 0, 7, 2191357
devices, 3600000, 0, 7, 1844893
devices, 3600000, 0, 7, 1554571
devices, 3600000, 0, 7, 1384851
devices, 3600000, 0, 8, 1400590
devices, 3600000, 0, 8, 1400590
devices, 3600000, 0, 9, 1475476
devices, 3600000, 0, 7, 1401168
devices, 3600000, 0, 7, 1401168
devices, 3600000, 0, 8, 1475476
devices, 3600000, 0, 6, 1208834
devices, 3600000, 0, 7, 4751237
devices, 3600000, 0, 7, 4751077
devices, 3600000, 0, 7, 4495599
devices, 3600000, 0, 7, 2191357
devices, 3600000, 0, 7, 1844893
devices, 3600000, 0, 7, 1554571
devices, 3600000, 0, 7, 1384851
devices, 3600000, 0, 8, 1400590
devices, 3600000, 0, 8, 1400590
devices, 3600000, 0, 9, 1475476
devices, 3600000, 0, 7, 1401168
devices, 3600000, 0, 7, 1401168
devices, 3600000, 0, 8, 1475476
devices, 3600000, 0, 6, 1400590
devices, 3600000, 0, 6, 1400590
devices, 3600000, 0, 7, 1475476
devices, 3600000, 0, 5, 1401168
devices, 3600000, 0, 5, 1401168
devices, 3600000, 0, 6, 1475476
devices, 3600000, 0, 4, 1061567
devices, 3600000, 0, 5, 4495599
devices, 3600000, 0, 5, 2191357
devices, 3600000, 0, 5, 1844893
devices, 3600000, 0, 5, 1554571
devices, 3600000, 0, 5, 1384851
devices, 3600000, 0, 6, 1400590
devices, 3600000, 0, 6, 1400590
devices, 3600000, 0, 7, 1475476
devices, 3600000, 0, 5, 1208287
devices, 3600000, 0, 6, 1327785
devices, 3600000, 0, 7, 4751237
devices, 3600000, 0, 7, 4751077
devices, 3600000, 0, 7, 4495599
devices, 3600000, 0, 7, 2191357
devices, 3600000, 0, 7, 1844893
devices, 3600000, 0, 7, 1554571
devices, 3600000, 0, 7, 1384851
devices, 3600000, 0, 8, 1400590
devices, 3600000, 0, 8, 1400590
devices, 3600000, 0, 9, 1475476
devices, 3600000, 0, 7, 1401168
devices, 3600000, 0, 7, 1401168
devices, 3600000, 0, 8, 1475476
devices, 3600000, 0, 6, 1229658
devices, 3600000, 0, 7, 4751237
devices, 3600000, 0, 7, 4751077
devices, 3600000, 0, 7, 4495599
devices, 3600000, 0, 7, 2191357
devices, 3600000, 0, 7, 1844893
devices, 3600000, 0, 7, 1554571
devices, 3600000, 0, 7, 1384851
devices, 3600000, 0, 8, 1400590
devices, 3600000, 0, 8, 1400590
devices, 3600000, 0, 9, 1475476
devices, 3600000, 0, 7, 1401168
devices, 3600000, 0, 7, 1401168
devices, 3600000, 0, 8, 1475476
devices, 3600000, 0, 6, 1208834
devices, 3600000, 0, 7, 4751237
devices, 3600000, 0, 7, 4751077
devices, 3600000, 0, 7, 4495599
devices, 3600000, 0, 7, 2191357
devices, 3600000, 0, 7, 1844893
devices, 3600000, 0, 7, 1554571
devices, 3600000, 0, 7, 1384851
devices, 3600000, 0, 8, 1400590
devices, 3600000, 0, 8, 1400590
devices, 3600000, 0, 9, 1475476
devices, 3600000, 0, 7, 1401168
devices, 3600000, 0, 7, 1401168
devices, 3600000, 0, 8, 1475476
devices, 3600000, 0, 6, 1400590
devices, 3600000, 0, 6, 1400590
devices, 3600000, 0, 7, 1475476
devices, 3600000, 0, 5, 1153671
devices, 3600000, 0, 6, 1327785
devices, 3600000, 0, 7, 4751237
devices, 3600000, 0, 7, 4751077
devices, 3600000, 0, 7, 4495599
devices, 3600000, 0, 7, 2191357
devices, 3600000, 0, 7, 1844893
devices, 3600000, 0, 7, 1554571
devices, 3600000, 0, 7, 1384851
devices, 3600000, 0, 8, 1400590
devices, 3600000, 0, 8, 1400590
devices, 3600000, 0, 9, 1475476
devices, 3600000, 0, 7, 1401168
devices, 3600000, 0, 7, 1401168
devices, 3600000, 0, 8, 1475476
devices, 3600000, 0, 6, 1229658
devices, 3600000, 0, 7, 4751237
devices, 3600000, 0, 7, 4751077
devices, 3600000, 0, 7, 4495599
devices, 3600000, 0, 7, 2191357
devices, 3600000, 0, 7, 1844893
devices, 3600000, 0, 7, 1554571
devices, 3600000, 0, 7, 1384851
devices, 3600000, 0, 8, 1400590
devices, 3600000, 0, 8, 1400590
devices, 3600000, 0, 9, 1475476
devices, 3600000, 0, 7, 1401168
devices, 3600000, 0, 7, 1401168
devices, 3600000, 0, 8, 1475476
devices, 3600000, 0, 6, 1208834
devices, 3600000, 0, 7, 4751237
devices, 3600000, 0, 7, 4751077
devices, 3600000, 0, 7, 4495599
devices, 3600000, 0, 7, 2191357
devices, 3600000, 0, 7, 1844893
devices, 3600000, 0, 7, 1554571
devices, 3600000, 0, 7, 1384851
devices, 3600000, 0, 8, 1400590
devices, 3600000, 0, 8, 1400590
devices, 3600000, 0, 9, 1475476
devices, 3600000, 0, 7, 1401168
devices, 3600000, 0, 7, 1401168
devices, 3600000, 0, 8, 1475476
devices, 3600000, 0, 6, 1400590
devices, 3600000, 0, 6, 1400590
devices, 3600000, 0, 7, 1475476
devices, 3600000, 0, 5, 1401168
devices, 3600000, 0, 5, 1401168
devices, 3600000, 0, 6, 1475476
devices, 3600000, 0, 4, 1400590
devices, 3600000, 0, 4, 1400590
devices, 3600000, 0, 5, 1475476
devices, 3600000, 0, 3, 1401168
devices, 3600000, 0, 3, 1401168
devices, 3600000, 0, 4, 1475476
devices, 3600000, 0, 2, 949858
devices, 3600000, 0, 3, 4495599
devices, 3600000, 0, 3, 2191357
devices, 3600000, 0, 3, 1844893
devices, 3600000, 0, 3, 1554571
devices, 3600000, 0, 3, 1384851
devices, 3600000, 0, 4, 1400590
devices, 3600000, 0, 4, 1400590
devices, 3600000, 0, 5, 1475476
devices, 3600000, 0, 3, 1208287
devices, 3600000, 0, 4, 1327785
devices, 3600000, 0, 5, 4751237
devices, 3600000, 0, 5, 4751077
devices, 3600000, 0, 5, 4495599
devices, 3600000, 0, 5, 2191357
devices, 3600000, 0, 5, 1844893
devices, 3600000, 0, 5, 1554571
devices, 3600000, 0, 5, 1384851
devices, 3600000, 0, 6, 1400590
devices, 3600000, 0, 6, 1400590
devices, 3600000, 0, 7, 1475476
devices, 3600000, 0, 5, 1401168
devices, 3600000, 0, 5, 1401168
devices, 3600000, 0, 6, 1475476
devices, 3600000, 0, 4, 1229658
devices, 3600000, 0, 5, 4751237
devices, 3600000, 0, 5, 4751077
devices, 3600000, 0, 5, 4495599
devices, 3600000, 0, 5, 2191357
devices, 3600000, 0, 5, 1844893
devices, 3600000, 0, 5, 1554571
devices, 3600000, 0, 5, 1384851
devices, 3600000, 0, 6, 1400590
devices, 3600000, 0, 6, 1400590
devices, 3600000, 0, 7, 1475476
devices, 3600000, 0, 5, 1401168
devices, 3600000, 0, 5, 1401168
devices, 3600000, 0, 6, 1475476
devices, 3600000, 0, 4, 1208834
devices, 3600000, 0, 5, 4751237
devices, 3600000, 0, 5, 4751077
devices, 3600000, 0, 5, 4495599
devices, 3600000, 0, 5, 2191357
devices, 3600000, 0, 5, 1844893
devices, 3600000, 0, 5, 1554571
devices, 3600000, 0, 5, 1384851
devices, 3600000, 0, 6, 1400590
devices, 3600000, 0, 6, 1400590
devices, 3600000, 0, 7, 1475476
devices, 3600000, 0, 5, 1401168
devices, 3600000, 0, 5, 1401168
devices, 3600000, 0, 6, 1475476
devices, 3600000, 0, 4, 1400590
devices, 3600000, 0, 4, 1400590
devices, 3600000, 0, 5, 1475476
devices, 3600000, 0, 3, 1153671
devices, 3600000, 0, 4, 1327785
devices, 3600000, 0, 5, 4751237
devices, 3600000, 0, 5, 4751077
devices, 3600000, 0, 5, 4495599
devices, 3600000, 0, 5, 2191357
devices, 3600000, 0, 5, 1844893
devices, 3600000, 0, 5, 1554571
devices, 3600000, 0, 5, 1384851
devices, 3600000, 0, 6, 1400590
devices, 3600000, 0, 6, 1400590
devices, 3600000, 0, 7, 1475476
devices, 3600000, 0, 5, 1401168
devices, 3600000, 0, 5, 1401168
devices, 3600000, 0, 6, 1475476
devices, 3600000, 0, 4, 1229658
devices, 3600000, 0, 5, 4751237
devices, 3600000, 0, 5, 4751077
devices, 3600000, 0, 5, 4495599
devices, 3600000, 0, 5, 2191357
devices, 3600000, 0, 5, 1844893
devices, 3600000, 0, 5, 1554571
devices, 3600000, 0, 5, 1384851
devices, 3600000, 0, 6, 1400590
devices, 3600000, 0, 6, 1400590
devices, 3600000, 0, 7, 1475476
devices, 3600000, 0, 5, 1401168
devices, 3600000, 0, 5, 1401168
devices, 3600000, 0, 6, 1475476
devices, 3600000, 0, 4, 1208834
devices, 3600000, 0, 5, 4751237
devices, 3600000, 0, 5, 4751077
devices, 3600000, 0, 5, 4495599
devices, 3600000, 0, 5, 2191357
devices, 3600000, 0, 5, 1844893
devices, 3600000, 0, 5, 1554571
devices, 3600000, 0, 5, 1384851
devices, 3600000, 0, 6, 1400590
devices, 3600000, 0, 6, 1400590
devices, 3600000, 0, 7, 1475476
devices, 3600000, 0, 5, 1401168
devices, 3600000, 0, 5, 1401168
devices, 3600000, 0, 6, 1475476
devices, 3600000, 0, 4, 1400590
devices, 3600000, 0, 4, 1400590
devices, 3600000, 0, 5, 1475476
devices, 3600000, 0, 3, 1036226
devices, 3600000, 0, 4, 1327785
devices, 3600000, 0, 5, 4751237
devices, 3600000, 0, 5, 4751077
devices, 3600000, 0, 5, 4495599
devices, 3600000, 0, 5, 2191357
devices, 3600000, 0, 5, 1844893
devices, 3600000, 0, 5, 1554571
devices, 3600000, 0, 5, 1384851
devices, 3600000, 0, 6, 1400590
devices, 3600000, 0, 6, 1400590
devices, 3600000, 0, 7, 1475476
devices, 3600000, 0, 5, 1401168
devices, 3600000, 0, 5, 1401168
devices, 3600000, 0, 6, 1475476
devices, 3600000, 0, 4, 1229658
devices, 3600000, 0, 5, 4751237
devices, 3600000, 0, 5, 4751077
devices, 3600000, 0, 5, 4495599
devices, 3600000, 0, 5, 2191357
devices, 3600000, 0, 5, 1844893
devices, 3600000, 0, 5, 1554571
devices, 3600000, 0, 5, 1384851
devices, 3600000, 0, 6, 1400590
devices, 3600000, 0, 6, 1400590
devices, 3600000, 0, 7, 1475476
devices, 3600000, 0, 5, 1401168
devices, 3600000, 0, 5, 1401168
devices, 3600000, 0, 6, 1475476
devices, 3600000, 0, 4, 1208834
devices, 3600000, 0, 5, 4751237
devices, 3600000, 0, 5, 4751077
devices, 3600000, 0, 5, 4495599
devices, 3600000, 0, 5, 2191357
devices, 3600000, 0, 5, 1844893
devices, 3600000, 0, 5, 1554571
devices, 3600000, 0, 5, 1384851
devices, 3600000, 0, 6, 1400590
devices, 3600000, 0, 6, 1400590
devices, 3600000, 0, 7, 1475476
devices, 3600000, 0, 5, 1401168
devices, 3600000, 0, 5, 1401168
devices, 3600000, 0, 6, 1475476
devices, 3600000, 0, 4, 1127408
devices, 3600000, 0, 5, 4495599
devices, 3600000, 0, 5, 2191357
devices, 3600000, 0, 5, 1844893
devices, 3600000, 0, 5, 1554571
devices, 3600000, 0, 5, 1384851
devices, 3600000, 0, 6, 1400590
devices, 3600000, 0, 6, 1400590
devices, 3600000, 0, 7, 1475476
devices, 3600000, 0, 5, 1208287
devices, 3600000, 0, 6, 1327785
devices, 3600000, 0, 7, 4751237
devices, 3600000, 0, 7, 4751077
devices, 3600000, 0, 7, 4495599
devices, 3600000, 0, 7, 2191357
devices, 3600000, 0, 7, 1844893
devices, 3600000, 0, 7, 1554571
devices, 3600000, 0, 7, 1384851
devices, 3600000, 0, 8, 1400590
devices, 3600000, 0, 8, 1400590
devices, 3600000, 0, 9, 1475476
devices, 3600000, 0, 7, 1401168
devices, 3600000, 0, 7, 1401168
devices, 3600000, 0, 8, 1475476
devices, 3600000, 0, 6, 1229658
devices, 3600000, 0, 7, 4751237
devices, 3600000, 0, 7, 4751077
devices, 3600000, 0, 7, 4495599
devices, 3600000, 0, 7, 2191357
devices, 3600000, 0, 7, 1844893
devices, 3600000, 0, 7, 1554571
devices, 3600000, 0, 7, 1384851
devices, 3600000, 0, 8, 1400590
devices, 3600000, 0, 8, 1400590
devices, 3600000, 0, 9, 1475476
devices, 3600000, 0, 7, 1401168
devices, 3600000, 0, 7, 1401168
devices, 3600000, 0, 8, 1475476
devices, 3600000, 0, 6, 1208834
devices, 3600000, 0, 7, 4751237
devices, 3600000, 0, 7, 4751077
devices, 3600000, 0, 7, 4495599
devices, 3600000, 0, 7, 2191357
devices, 3600000, 0, 7, 1844893
devices, 3600000, 0, 7, 1554571
devices, 3600000, 0, 7, 1384851
devices, 3600000, 0, 8, 1400590
devices, 3600000, 0, 8, 1400590
devices, 3600000, 0, 9, 1475476
devices, 3600000, 0, 7, 1401168
devices, 3600000, 0, 7, 1401168
devices, 3600000, 0, 8, 1475476
devices, 3600000, 0, 6, 1400590
devices, 3600000, 0, 6, 1400590
devices, 3600000, 0, 7, 1475476
devices, 3600000, 0, 5, 1153671
devices, 3600000, 0, 6, 1327785
devices, 3600000, 0, 7, 4751237
devices, 3600000, 0, 7, 4751077
devices, 3600000, 0, 7, 4495599
devices, 3600000, 0, 7, 2191357
devices, 3600000, 0, 7, 1844893
devices, 3600000, 0, 7, 1554571
devices, 3600000, 0, 7, 1384851
devices, 3600000, 0, 8, 1400590
devices, 3600000, 0, 8, 1400590
devices, 3600000, 0, 9, 1475476
devices, 3600000, 0, 7, 1401168
devices, 3600000, 0, 7, 1401168
devices, 3600000, 0, 8, 1475476
devices, 3600000, 0, 6, 1229658
devices, 3600000, 0, 7, 4751237
devices, 3600000, 0, 7, 4751077
devices, 3600000, 0, 7, 4495599
devices, 3600000, 0, 7, 2191357
devices, 3600000, 0, 7, 1844893
devices, 3600000, 0, 7, 1554571
devices, 3600000, 0, 7, 1384851
devices, 3600000, 0, 8, 1400590
devices, 3600000, 0, 8, 1400590
devices, 3600000, 0, 9, 1475476
devices, 3600000, 0, 7, 1401168
devices, 3600000, 0, 7, 1401168
devices, 3600000, 0, 8, 1475476
devices, 3600000, 0, 6, 1208834
devices, 3600000, 0, 7, 4751237
devices, 3600000, 0, 7, 4751077
devices, 3600000, 0, 7, 4495599
devices, 3600000, 0, 7, 2191357
devices, 3600000, 0, 7, 1844893
devices, 3600000, 0, 7, 1554571
devices, 3600000, 0, 7, 1384851
devices, 3600000, 0, 8, 1400590
devices, 3600000, 0, 8, 1400590
devices, 3600000, 0, 9, 1475476
devices, 3600000, 0, 7, 1401168
devices, 3600000, 0, 7, 1401168
devices, 3600000, 0, 8, 1475476
devices, 3600000, 0, 6, 1400590
devices, 3600000, 0, 6, 1400590
devices, 3600000, 0, 7, 1475476
devices, 3600000, 0, 5, 1401168
devices, 3600000, 0, 5, 1401168
devices, 3600000, 0, 6, 1475476
devices, 3600000, 0, 4, 1126205
devices, 3600000, 0, 5, 4495599
devices, 3600000, 0, 5, 2191357
devices, 3600000, 0, 5, 1844893
devices, 3600000, 0, 5, 1554571
devices, 3600000, 0, 5, 1384851
devices, 3600000, 0, 6, 1400590
devices, 3600000, 0, 6, 1400590
devices, 3600000, 0, 7, 1475476
devices, 3600000, 0, 5, 1208287
devices, 3600000, 0, 6, 1327785
devices, 3600000, 0, 7, 4751237
devices, 3600000, 0, 7, 4751077
devices, 3600000, 0, 7, 4495599
devices, 3600000, 0, 7, 2191357
devices, 3600000, 0, 7, 1844893
devices, 3600000, 0, 7, 1554571
devices, 3600000, 0, 7, 1384851
devices, 3600000, 0, 8, 1400590
devices, 3600000, 0, 8, 1400590
devices, 3600000, 0, 9, 1475476
devices, 3600000, 0, 7, 1401168
devices, 3600000, 0, 7, 1401168
devices, 3600000, 0, 8, 1475476
devices, 3600000, 0, 6, 1229658
devices, 3600000, 0, 7, 4751237
devices, 3600000, 0, 7, 4751077
devices, 3600000, 0, 7, 4495599
devices, 3600000, 0, 7, 2191357
devices, 3600000, 0, 7, 1844893
devices, 3600000, 0, 7, 1554571
devices, 3600000, 0, 7, 1384851
devices, 3600000, 0, 8, 1400590
devices, 3600000, 0, 8, 1400590
devices, 3600000, 0, 9, 1475476
devices, 3600000, 0, 7, 1401168
devices, 3600000, 0, 7, 1401168
devices, 3600000, 0, 8, 1475476
devices, 3600000, 0, 6, 1208834
devices, 3600000, 0, 7, 4751237
devices, 3600000, 0, 7, 4751077
devices, 3600000, 0, 7, 4495599
devices, 3600000, 0, 7, 2191357
devices, 3600000, 0, 7, 1844893
devices, 3600000, 0, 7, 1554571
devices, 3600000, 0, 7, 1384851
devices, 3600000, 0, 8, 1400590
devices, 3600000, 0, 8, 1400590
devices, 3600000, 0, 9, 1475476
devices, 3600000, 0, 7, 1401168
devices, 3600000, 0, 7, 1401168
devices, 3600000, 0, 8, 1475476
devices, 3600000, 0, 6, 1400590
devices, 3600000, 0, 6, 1400590
devices, 3600000, 0, 7, 1475476
devices, 3600000, 0, 5, 1153671
devices, 3600000, 0, 6, 1327785
devices, 3600000, 0, 7, 4751237
devices, 3600000, 0, 7, 4751077
devices, 3600000, 0, 7, 4495599
devices, 3600000, 0, 7, 2191357
devices, 3600000, 0, 7, 1844893
devices, 3600000, 0, 7, 1554571
devices, 3600000, 0, 7, 1384851
devices, 3600000, 0, 8, 1400590
devices, 3600000, 0, 8, 1400590
devices, 3600000, 0, 9, 1475476
devices, 3600000, 0, 7, 1401168
devices, 3600000, 0, 7, 1401168
devices, 3600000, 0, 8, 1475476
devices, 3600000, 0, 6, 1229658
devices, 3600000, 0, 7, 4751237
devices, 3600000, 0, 7, 4751077
devices, 3600000, 0, 7, 4495599
devices, 3600000, 0, 7, 2191357
devices, 3600000, 0, 7, 1844893
devices, 3600000, 0, 7, 1554571
devices, 3600000, 0, 7, 1384851
devices, 3600000, 0, 8, 1400590
devices, 3600000, 0, 8, 1400590
devices, 3600000, 0, 9, 1475476
devices, 3600000, 0, 7, 1401168
devices, 3600000, 0, 7, 1401168
devices, 3600000, 0, 8, 1475476
devices, 3600000, 0, 6, 1208834
devices, 3600000, 0, 7, 4751237
devices, 3600000, 0, 7, 4751077
devices, 3600000, 0, 7, 4495599
devices, 3600000, 0, 7, 2191357
devices, 3600000, 0, 7, 1844893
devices, 3600000, 0, 7, 1554571
devices, 3600000, 0, 7, 1384851
devices, 3600000, 0, 8, 1400590
devices, 3600000, 0, 8, 1400590
devices, 3600000, 0, 9, 1475476
devices, 3600000, 0, 7, 1401168
devices, 3600000, 0, 7, 1401168
devices, 3600000, 0, 8, 1475476
devices, 3600000, 0, 6, 1400590
devices, 3600000, 0, 6, 1400590
devices, 3600000, 0, 7, 1475476
devices, 3600000, 0, 5, 1401168
devices, 3600000, 0, 5, 1401168
devices, 3600000, 0, 6, 1475476
devices, 3600000, 0, 4, 1061567
devices, 3600000, 0, 5, 4495599
devices, 3600000, 0, 5, 2191357
devices, 3600000, 0, 5, 1844893
devices, 3600000, 0, 5, 1554571
devices, 3600000, 0, 5, 1384851
devices, 3600000, 0, 6, 1400590
devices, 3600000, 0, 6, 1400590
devices, 3600000, 0, 7, 1475476
devices, 3600000, 0, 5, 1208287
devices, 3600000, 0, 6, 1327785
devices, 3600000, 0, 7, 4751237
devices, 3600000, 0, 7, 4751077
devices, 3600000, 0, 7, 4495599
devices, 3600000, 0, 7, 2191357
devices, 3600000, 0, 7, 1844893
devices, 3600000, 0, 7, 1554571
devices, 3600000, 0, 7, 1384851
devices, 3600000, 0, 8, 1400590
devices, 3600000, 0, 8, 1400590
devices, 3600000, 0, 9, 1475476
devices, 3600000, 0, 7, 1401168
devices, 3600000, 0, 7, 1401168
devices, 3600000, 0, 8, 1475476
devices, 3600000, 0, 6, 1229658
devices, 3600000, 0, 7, 4751237
devices, 3600000, 0, 7, 4751077
devices, 3600000, 0, 7, 4495599
devices, 3600000, 0, 7, 2191357
devices, 3600000, 0, 7, 1844893
devices, 3600000, 0, 7, 1554571
devices, 3600000, 0, 7, 1384851
devices, 3600000, 0, 8, 1400590
devices, 3600000, 0, 8, 1400590
devices, 3600000, 0, 9, 1475476
devices, 3600000, 0, 7, 1401168
devices, 3600000, 0, 7, 1401168
devices, 3600000, 0, 8, 1475476
devices, 3600000, 0, 6, 1208834
devices, 3600000, 0, 7, 4751237
devices, 3600000, 0, 7, 4751077
devices, 3600000, 0, 7, 4495599
devices, 3600000, 0, 7, 2191357
devices, 3600000, 0, 7, 1844893
devices, 3600000, 0, 7, 1554571
devices, 3600000, 0, 7, 1384851
devices, 3600000, 0, 8, 1400590
devices, 3600000, 0, 8, 1400590
devices, 3600000, 0, 9, 1475476
devices, 3600000, 0, 7, 1401168
devices, 3600000, 0, 7, 1401168
devices, 3600000, 0, 8, 1475476
devices, 3600000, 0, 6, 1400590
devices, 3600000, 0, 6, 1400590
devices, 3600000, 0, 7, 1475476
devices, 3600000, 0, 5, 1153671
devices, 3600000, 0, 6, 1327785
devices, 3600000, 0, 7, 4751237
devices, 3600000, 0, 7, 4751077
devices, 3600000, 0, 7, 4495599
devices, 3600000, 0, 7, 2191357
devices, 3600000, 0, 7, 1844893
devices, 3600000, 0, 7, 1554571
devices, 3600000, 0, 7, 1384851
devices, 3600000, 0, 8, 1400590
devices, 3600000, 0, 8, 1400590
devices, 3600000, 0, 9, 1475476
devices, 3600000, 0, 7, 1401168
devices, 3600000, 0, 7, 1401168
devices, 3600000, 0, 8, 1475476
devices, 3600000, 0, 6, 1229658
devices, 3600000, 0, 7, 4751237
devices, 3600000, 0, 7, 4751077
devices, 3600000, 0, 7, 4495599
devices, 3600000, 0, 7, 2191357
devices, 3600000, 0, 7, 1844893
devices, 3600000, 0, 7, 1554571
devices, 3600000, 0, 7, 1384851
devices, 3600000, 0, 8, 1400590
devices, 3600000, 0, 8, 1400590
devices, 3600000, 0, 9, 1475476
devices, 3600000, 0, 7, 1401168
devices, 3600000, 0, 7, 1401168
devices, 3600000, 0, 8, 1475476
devices, 3600000, 0, 6, 1208834
devices, 3600000, 0, 7, 4751237
devices, 3600000, 0, 7, 4751077
devices, 3600000, 0, 7, 4495599
devices, 3600000, 0, 7, 2191357
devices, 3600000, 0, 7, 1844893
devices, 3600000, 0, 7, 1554571
devices, 3600000, 0, 7, 1384851
devices, 3600000, 0, 8, 1400590
devices, 3600000, 0, 8, 1400590
devices, 3600000, 0, 9, 1475476
devices, 3600000, 0, 7, 1401168
devices, 3600000, 0, 7, 1401168
devices, 3600000, 0, 8, 1475476
devices, 3600000, 0, 6, 1400590
devices, 3600000, 0, 6, 1400590
devices, 3600000, 0, 7, 1475476
devices, 3600000, 0, 5, 1401168
devices, 3600000, 0, 5, 1401168
devices, 3600000, 0, 6, 1475476
devices, 3600000, 0, 4, 1400590
devices, 3600000, 0, 4, 1400590
devices, 3600000, 0, 5, 1475476
devices, 3600000, 0, 3, 1401168
devices, 3600000, 0, 3, 1401168
devices, 3600000, 0, 4, 1475476
devices, 3600000, 0, 2, 802779
devices, 3600000, 0, 3, 2191357
devices, 3600000, 0, 3, 1844893
devices, 3600000, 0, 3, 1554571
devices, 3600000, 0, 3, 1384851
devices, 3600000, 0, 4, 1400590
devices, 3600000, 0, 4, 1400590
devices, 3600000, 0, 5, 1475476
devices, 3600000, 0, 3, 1208287
devices, 3600000, 0, 4, 1327785
devices, 3600000, 0, 5, 4751237
devices, 3600000, 0, 5, 4751077
devices, 3600000, 0, 5, 4495599
devices, 3600000, 0, 5, 2191357
devices, 3600000, 0, 5, 1844893
devices, 3600000, 0, 5, 1554571
devices, 3600000, 0, 5, 1384851
devices, 3600000, 0, 6, 1400590
devices, 3600000, 0, 6, 1400590
devices, 3600000, 0, 7, 1475476
devices, 3600000, 0, 5, 1401168
devices, 3600000, 0, 5, 1401168
devices, 3600000, 0, 6, 1475476
devices, 3600000, 0, 4, 1229658
devices, 3600000, 0, 5, 4751237
devices, 3600000, 0, 5, 4751077
devices, 3600000, 0, 5, 4495599
devices, 3600000, 0, 5, 2191357
devices, 3600000, 0, 5, 1844893
devices, 3600000, 0, 5, 1554571
devices, 3600000, 0, 5, 1384851
devices, 3600000, 0, 6, 1400590
devices, 3600000, 0, 6, 1400590
devices, 3600000, 0, 7, 1475476
devices, 3600000, 0, 5, 1401168
devices, 3600000, 0, 5, 1401168
devices, 3600000, 0, 6, 1475476
devices, 3600000, 0, 4, 1208834
devices, 3600000, 0, 5, 4751237
devices, 3600000, 0, 5, 4751077
devices, 3600000, 0, 5, 4495599
devices, 3600000, 0, 5, 2191357
devices, 3600000, 0, 5, 1844893
devices, 3600000, 0, 5, 1554571
devices, 3600000, 0, 5, 1384851
devices, 3600000, 0, 6, 1400590
devices, 3600000, 0, 6, 1400590
devices, 3600000, 0, 7, 1475476
devices, 3600000, 0, 5, 1401168
devices, 3600000, 0, 5, 1401168
devices, 3600000, 0, 6, 1475476
devices, 3600000, 0, 4, 1400590
devices, 3600000, 0, 4, 1400590
devices, 3600000, 0, 5, 1475476
devices, 3600000, 0, 3, 1153671
devices, 3600000, 0, 4, 1327785
devices, 3600000, 0, 5, 4751237
devices, 3600000, 0, 5, 4751077
devices, 3600000, 0, 5, 4495599
devices, 3600000, 0, 5, 2191357
devices, 3600000, 0, 5, 1844893
devices, 3600000, 0, 5, 1554571
devices, 3600000, 0, 5, 1384851
devices, 3600000, 0, 6, 1400590
devices, 3600000, 0, 6, 1400590
devices, 3600000, 0, 7, 1475476
devices, 3600000, 0, 5, 1401168
devices, 3600000, 0, 5, 1401168
devices, 3600000, 0, 6, 1475476
devices, 3600000, 0, 4, 1229658
devices, 3600000, 0, 5, 4751237
devices, 3600000, 0, 5, 4751077
devices, 3600000, 0, 5, 4495599
devices, 3600000, 0, 5, 2191357
devices, 3600000, 0, 5, 1844893
devices, 3600000, 0, 5, 1554571
devices, 3600000, 0, 5, 1384851
devices, 3600000, 0, 6, 1400590
devices, 3600000, 0, 6, 1400590
devices, 3600000, 0, 7, 1475476
devices, 3600000, 0, 5, 1401168
devices, 3600000, 0, 5, 1401168
devices, 3600000, 0, 6, 1475476
devices, 3600000, 0, 4, 1208834
devices, 3600000, 0, 5, 4751237
devices, 3600000, 0, 5, 4751077
devices, 3600000, 0, 5, 4495599
devices, 3600000, 0, 5, 2191357
devices, 3600000, 0, 5, 1844893
devices, 3600000, 0, 5, 1554571
devices, 3600000, 0, 5, 1384851
devices, 3600000, 0, 6, 1400590
devices, 3600000, 0, 6, 1400590
devices, 3600000, 0, 7, 1475476
devices, 3600000, 0, 5, 1401168
devices, 3600000, 0, 5, 1401168
devices, 3600000, 0, 6, 1475476
devices, 3600000, 0, 4, 1400590
devices, 3600000, 0, 4, 1400590
devices, 3600000, 0, 5, 1475476
devices, 3600000, 0, 3, 1036226
devices, 3600000, 0, 4, 1327785
devices, 3600000, 0, 5, 4751237
devices, 3600000, 0, 5, 4751077
devices, 3600000, 0, 5, 4495599
devices, 3600000, 0, 5, 2191357
devices, 3600000, 0, 5, 1844893
devices, 3600000, 0, 5, 1554571
devices, 3600000, 0, 5, 1384851
devices, 3600000, 0, 6, 1400590
devices, 3600000, 0, 6, 1400590
devices, 3600000, 0, 7, 1475476
devices, 3600000, 0, 5, 1401168
devices, 3600000, 0, 5, 1401168
devices, 3600000, 0, 6, 1475476
devices, 3600000, 0, 4, 1229658
devices, 3600000, 0, 5, 4751237
devices, 3600000, 0, 5, 4751077
devices, 3600000, 0, 5, 4495599
devices, 3600000, 0, 5, 2191357
devices, 3600000, 0, 5, 1844893
devices, 3600000, 0, 5, 1554571
devices, 3600000, 0, 5, 1384851
devices, 3600000, 0, 6, 1400590
devices, 3600000, 0, 6, 1400590
devices, 3600000, 0, 7, 1475476
devices, 3600000, 0, 5, 1401168
devices, 3600000, 0, 5, 1401168
devices, 3600000, 0, 6, 1475476
devices, 3600000, 0, 4, 1208834
devices, 3600000, 0, 5, 4751237
