test,time,using_time_window,nth,time_leap
devices, 3600000, 0, 10, 74886
devices, 3600000, 0, 8, 73383
devices, 3600000, 0, 8, 73383
devices, 3600000, 0, 9, 74308
devices, 3600000, 0, 7, 21371
devices, 3600000, 0, 8, 3521579
devices, 3600000, 0, 8, 3521419
devices, 3600000, 0, 8, 3265941
devices, 3600000, 0, 8, 961699
devices, 3600000, 0, 8, 615235
devices, 3600000, 0, 8, 324913
devices, 3600000, 0, 8, 155193
devices, 3600000, 0, 9, 15739
devices, 3600000, 0, 9, 15739
devices, 3600000, 0, 10, 74886
devices, 3600000, 0, 8, 171510
devices, 3600000, 0, 8, 171510
devices, 3600000, 0, 9, 74308
devices, 3600000, 0, 7, 547
devices, 3600000, 0, 8, 3542403
devices, 3600000, 0, 8, 3542243
devices, 3600000, 0, 8, 3286765
devices, 3600000, 0, 8, 982523
devices, 3600000, 0, 8, 636059
devices, 3600000, 0, 8, 345737
devices, 3600000, 0, 8, 176017
devices, 3600000, 0, 9, 15739
devices, 3600000, 0, 9, 15739
devices, 3600000, 0, 10, 74886
devices, 3600000, 0, 8, 192334
devices, 3600000, 0, 8, 192334
devices, 3600000, 0, 9, 74308
devices, 3600000, 0, 7, 192303
devices, 3600000, 0, 7, 192303
devices, 3600000, 0, 8, 74886
devices, 3600000, 0, 6, 92104
devices, 3600000, 0, 7, 174114
devices, 3600000, 0, 8, 3423452
devices, 3600000, 0, 8, 3423292
devices, 3600000, 0, 8, 3167814
devices, 3600000, 0, 8, 863572
devices, 3600000, 0, 8, 517108
devices, 3600000, 0, 8, 226786
devices, 3600000, 0, 8, 57066
devices, 3600000, 0, 9, 15739
devices, 3600000, 0, 9, 15739
devices, 3600000, 0, 10, 74886
devices, 3600000, 0, 8, 73383
devices, 3600000, 0, 8, 73383
devices, 3600000, 0, 9, 74308
devices, 3600000, 0, 7, 75987
devices, 3600000, 0, 8, 3521579
devices, 3600000, 0, 8, 3521419
devices, 3600000, 0, 8, 3265941
devices, 3600000, 0, 8, 961699
devices, 3600000, 0, 8, 615235
devices, 3600000, 0, 8, 324913
devices, 3600000, 0, 8, 155193
devices, 3600000, 0, 9, 15739
devices, 3600000, 0, 9, 15739
devices, 3600000, 0, 10, 74886
devices, 3600000, 0, 8, 171510
devices, 3600000, 0, 8, 171510
devices, 3600000, 0, 9, 74308
devices, 3600000, 0, 7, 55163
devices, 3600000, 0, 8, 3542403
devices, 3600000, 0, 8, 3542243
devices, 3600000, 0, 8, 3286765
devices, 3600000, 0, 8, 982523
devices, 3600000, 0, 8, 636059
devices, 3600000, 0, 8, 345737
devices, 3600000, 0, 8, 176017
devices, 3600000, 0, 9, 15739
devices, 3600000, 0, 9, 15739
devices, 3600000, 0, 10, 74886
devices, 3600000, 0, 8, 192334
devices, 3600000, 0, 8, 192334
devices, 3600000, 0, 9, 74308
devices, 3600000, 0, 7, 246919
devices, 3600000, 0, 7, 246919
devices, 3600000, 0, 8, 74886
devices, 3600000, 0, 6, 339601
devices, 3600000, 0, 6, 339601
devices, 3600000, 0, 7, 74308
devices, 3600000, 0, 5, 364364
devices, 3600000, 0, 5, 364364
devices, 3600000, 0, 6, 74886
devices, 3600000, 0, 4, 598389
devices, 3600000, 0, 4, 598389
devices, 3600000, 0, 5, 74308
devices, 3600000, 0, 3, 1044650
devices, 3600000, 0, 3, 1044650
devices, 3600000, 0, 4, 74886
devices, 3600000, 0, 2, 1052781
devices, 3600000, 0, 2, 1052781
devices, 3600000, 0, 3, 74308
devices, 3600000, 0, 1, 1121431
devices, 3600000, 0, 1, 1121431
devices, 3600000, 0, 2, 74886
devices, 3600000, 0, 1, 59431
devices, 3600000, 0, 1, 3520650
devices, 3600000, 0, 1, 3342966
devices, 3600000, 0, 1, 1100265
devices, 3600000, 0, 1, 1534637
devices, 3600000, 0, 1, 59540
devices, 3600000, 0, 1, 59495
devices, 3600000, 0, 1, 59657
devices, 3600000, 0, 1, 3536267
devices, 3600000, 0, 1, 1552020
devices, 3600000, 0, 1, 1551840
devices, 3600000, 0, 1, 1033992
devices, 3600000, 0, 1, 951498
devices, 3600000, 0, 1, 342536
devices, 3600000, 0, 1, 3537168
devices, 3600000, 0, 1, 1552921
devices, 3600000, 0, 1, 1552741
devices, 3600000, 0, 1, 1034893
devices, 3600000, 0, 1, 952399
devices, 3600000, 0, 1, 343437
devices, 3600000, 0, 1, 878
devices, 3600000, 0, 1, 2158235
devices, 3600000, 0, 1, 2158055
devices, 3600000, 0, 1, 1640207
devices, 3600000, 0, 1, 1557713
devices, 3600000, 0, 1, 948751
devices, 3600000, 0, 1, 606192
devices, 3600000, 0, 1, 430925
devices, 3600000, 0, 1, 59429
devices, 3600000, 0, 1, 59514
devices, 3600000, 0, 1, 59527
devices, 3600000, 0, 1, 984461
devices, 3600000, 0, 1, 209437
devices, 3600000, 0, 1, 1412104
devices, 3600000, 0, 1, 1412104
devices, 3600000, 0, 1, 1412104
devices, 3600000, 0, 2, 1133369
devices, 3600000, 0, 2, 1133369
devices, 3600000, 0, 1, 2183358
devices, 3600000, 0, 1, 19576
devices, 3600000, 0, 2, 2163782
devices, 3600000, 0, 1, 59419
devices, 3600000, 0, 1, 2764818
devices, 3600000, 0, 1, 59630
devices, 3600000, 0, 1, 3292236
devices, 3600000, 0, 1, 197863
devices, 3600000, 0, 2, 3094373
devices, 3600000, 0, 1, 197825
devices, 3600000, 0, 2, 3094373
devices, 3600000, 0, 1, 3292198
devices, 3600000, 0, 1, 3292219
devices, 3600000, 0, 1, 20224
devices, 3600000, 0, 2, 2163782
devices, 3600000, 0, 1, 2163782
devices, 3600000, 0, 1, 0
devices, 3600000, 0, 1, 48222
devices, 3600000, 0, 1, 0
devices, 3600000, 0, 1, 76884
devices, 3600000, 0, 1, 28662
devices, 3600000, 0, 1, 147313
devices, 3600000, 0, 1, 99091
devices, 3600000, 0, 1, 0
devices, 3600000, 0, 1, 158903
devices, 3600000, 0, 1, 110681
devices, 3600000, 0, 1, 11590
devices, 3600000, 0, 1, 0
devices, 3600000, 0, 1, 172156
devices, 3600000, 0, 1, 123934
devices, 3600000, 0, 1, 24843
devices, 3600000, 0, 1, 13253
devices, 3600000, 0, 1, 0
devices, 3600000, 0, 1, 189382
devices, 3600000, 0, 1, 141160
devices, 3600000, 0, 1, 42069
devices, 3600000, 0, 1, 30479
devices, 3600000, 0, 1, 17226
devices, 3600000, 0, 1, 0
devices, 3600000, 0, 1, 59488
devices, 3600000, 0, 1, 59449
devices, 3600000, 0, 1, 44259
devices, 3600000, 0, 1, 3281642
devices, 3600000, 0, 1, 3103958
devices, 3600000, 0, 1, 861257
devices, 3600000, 0, 1, 1295629
devices, 3600000, 0, 1, 59651
devices, 3600000, 0, 1, 211351
devices, 3600000, 0, 1, 163129
devices, 3600000, 0, 1, 64038
devices, 3600000, 0, 1, 52448
devices, 3600000, 0, 1, 39195
devices, 3600000, 0, 1, 21969
devices, 3600000, 0, 1, 16808
devices, 3600000, 0, 2, 754
devices, 3600000, 0, 3, 189286
devices, 3600000, 0, 4, 4503
devices, 3600000, 0, 3, 83633
devices, 3600000, 0, 4, 110156
devices, 3600000, 0, 4, 61934
devices, 3600000, 0, 3, 42719
devices, 3600000, 0, 4, 151070
devices, 3600000, 0, 4, 102848
devices, 3600000, 0, 4, 3757
devices, 3600000, 0, 2, 754
devices, 3600000, 0, 1, 206848
devices, 3600000, 0, 2, 4503
devices, 3600000, 0, 1, 101195
devices, 3600000, 0, 2, 110156
devices, 3600000, 0, 2, 61934
devices, 3600000, 0, 1, 60281
devices, 3600000, 0, 2, 151070
devices, 3600000, 0, 2, 102848
devices, 3600000, 0, 2, 3757
devices, 3600000, 0, 1, 59447
devices, 3600000, 0, 1, 41895
devices, 3600000, 0, 1, 59583
devices, 3600000, 0, 1, 154355
devices, 3600000, 0, 2, 4503
devices, 3600000, 0, 1, 48702
devices, 3600000, 0, 2, 110156
devices, 3600000, 0, 2, 61934
devices, 3600000, 0, 1, 7788
devices, 3600000, 0, 2, 151070
devices, 3600000, 0, 2, 102848
devices, 3600000, 0, 2, 3757
devices, 3600000, 0, 1, 158858
devices, 3600000, 0, 1, 110636
devices, 3600000, 0, 1, 11545
devices, 3600000, 0, 1, 0
devices, 3600000, 0, 1, 48222
devices, 3600000, 0, 1, 0
devices, 3600000, 0, 1, 76884
devices, 3600000, 0, 1, 28662
devices, 3600000, 0, 1, 147313
devices, 3600000, 0, 1, 99091
devices, 3600000, 0, 1, 0
devices, 3600000, 0, 1, 158903
devices, 3600000, 0, 1, 110681
devices, 3600000, 0, 1, 11590
devices, 3600000, 0, 1, 0
devices, 3600000, 0, 1, 172156
devices, 3600000, 0, 1, 123934
devices, 3600000, 0, 1, 24843
devices, 3600000, 0, 1, 13253
devices, 3600000, 0, 1, 0
devices, 3600000, 0, 1, 189382
devices, 3600000, 0, 1, 141160
devices, 3600000, 0, 1, 42069
devices, 3600000, 0, 1, 30479
devices, 3600000, 0, 1, 17226
devices, 3600000, 0, 1, 0
devices, 3600000, 0, 1, 248803
devices, 3600000, 0, 1, 200581
devices, 3600000, 0, 1, 101490
devices, 3600000, 0, 1, 89900
devices, 3600000, 0, 1, 76647
devices, 3600000, 0, 1, 59421
devices, 3600000, 0, 1, 54260
devices, 3600000, 0, 2, 754
devices, 3600000, 0, 3, 189286
devices, 3600000, 0, 4, 4503
devices, 3600000, 0, 3, 83633
devices, 3600000, 0, 4, 110156
devices, 3600000, 0, 4, 61934
devices, 3600000, 0, 3, 42719
devices, 3600000, 0, 4, 151070
devices, 3600000, 0, 4, 102848
devices, 3600000, 0, 4, 3757
devices, 3600000, 0, 2, 754
devices, 3600000, 0, 1, 3943
devices, 3600000, 0, 2, 240357
devices, 3600000, 0, 3, 4503
devices, 3600000, 0, 2, 134704
devices, 3600000, 0, 3, 110156
devices, 3600000, 0, 3, 61934
devices, 3600000, 0, 2, 93790
devices, 3600000, 0, 3, 151070
devices, 3600000, 0, 3, 102848
devices, 3600000, 0, 3, 3757
devices, 3600000, 0, 1, 244300
devices, 3600000, 0, 2, 4503
devices, 3600000, 0, 1, 138647
devices, 3600000, 0, 2, 110156
devices, 3600000, 0, 2, 61934
devices, 3600000, 0, 1, 97733
devices, 3600000, 0, 2, 151070
devices, 3600000, 0, 2, 102848
devices, 3600000, 0, 2, 3757
devices, 3600000, 0, 1, 251704
devices, 3600000, 0, 2, 4503
devices, 3600000, 0, 1, 146051
devices, 3600000, 0, 2, 110156
devices, 3600000, 0, 2, 61934
devices, 3600000, 0, 1, 105137
devices, 3600000, 0, 2, 151070
devices, 3600000, 0, 2, 102848
devices, 3600000, 0, 2, 3757
devices, 3600000, 0, 1, 366
devices, 3600000, 0, 2, 255841
devices, 3600000, 0, 2, 207619
devices, 3600000, 0, 2, 108528
devices, 3600000, 0, 2, 96938
devices, 3600000, 0, 2, 83685
devices, 3600000, 0, 2, 66459
devices, 3600000, 0, 2, 61298
devices, 3600000, 0, 3, 754
devices, 3600000, 0, 4, 189286
devices, 3600000, 0, 5, 4503
devices, 3600000, 0, 4, 83633
devices, 3600000, 0, 5, 110156
devices, 3600000, 0, 5, 61934
devices, 3600000, 0, 4, 42719
devices, 3600000, 0, 5, 151070
devices, 3600000, 0, 5, 102848
devices, 3600000, 0, 5, 3757
devices, 3600000, 0, 3, 754
devices, 3600000, 0, 2, 10981
devices, 3600000, 0, 3, 240357
devices, 3600000, 0, 4, 4503
devices, 3600000, 0, 3, 134704
devices, 3600000, 0, 4, 110156
devices, 3600000, 0, 4, 61934
devices, 3600000, 0, 3, 93790
devices, 3600000, 0, 4, 151070
devices, 3600000, 0, 4, 102848
devices, 3600000, 0, 4, 3757
devices, 3600000, 0, 1, 59430
devices, 3600000, 0, 1, 59497
devices, 3600000, 0, 1, 0
devices, 3600000, 0, 1, 48222
devices, 3600000, 0, 1, 0
devices, 3600000, 0, 1, 147313
devices, 3600000, 0, 1, 99091
devices, 3600000, 0, 1, 0
devices, 3600000, 0, 1, 158903
devices, 3600000, 0, 1, 110681
devices, 3600000, 0, 1, 11590
devices, 3600000, 0, 1, 0
devices, 3600000, 0, 1, 172156
devices, 3600000, 0, 1, 123934
devices, 3600000, 0, 1, 24843
devices, 3600000, 0, 1, 13253
devices, 3600000, 0, 1, 0
devices, 3600000, 0, 1, 189382
devices, 3600000, 0, 1, 141160
devices, 3600000, 0, 1, 42069
devices, 3600000, 0, 1, 30479
devices, 3600000, 0, 1, 17226
devices, 3600000, 0, 1, 0
devices, 3600000, 0, 1, 248803
devices, 3600000, 0, 1, 200581
devices, 3600000, 0, 1, 101490
devices, 3600000, 0, 1, 89900
devices, 3600000, 0, 1, 76647
devices, 3600000, 0, 1, 59421
devices, 3600000, 0, 1, 54260
devices, 3600000, 0, 2, 754
devices, 3600000, 0, 3, 189286
devices, 3600000, 0, 4, 4503
devices, 3600000, 0, 3, 83633
devices, 3600000, 0, 4, 110156
devices, 3600000, 0, 4, 61934
devices, 3600000, 0, 3, 42719
devices, 3600000, 0, 4, 151070
devices, 3600000, 0, 4, 102848
devices, 3600000, 0, 4, 3757
devices, 3600000, 0, 2, 754
devices, 3600000, 0, 1, 3943
devices, 3600000, 0, 2, 240357
devices, 3600000, 0, 3, 4503
devices, 3600000, 0, 2, 134704
devices, 3600000, 0, 3, 110156
devices, 3600000, 0, 3, 61934
devices, 3600000, 0, 2, 93790
devices, 3600000, 0, 3, 151070
devices, 3600000, 0, 3, 102848
devices, 3600000, 0, 3, 3757
devices, 3600000, 0, 1, 244300
devices, 3600000, 0, 2, 4503
devices, 3600000, 0, 1, 138647
devices, 3600000, 0, 2, 110156
devices, 3600000, 0, 2, 61934
devices, 3600000, 0, 1, 97733
devices, 3600000, 0, 2, 151070
devices, 3600000, 0, 2, 102848
devices, 3600000, 0, 2, 3757
devices, 3600000, 0, 1, 248803
devices, 3600000, 0, 1, 200581
devices, 3600000, 0, 1, 101490
devices, 3600000, 0, 1, 89900
devices, 3600000, 0, 1, 76647
devices, 3600000, 0, 1, 59421
devices, 3600000, 0, 1, 54260
devices, 3600000, 0, 2, 754
devices, 3600000, 0, 3, 189286
devices, 3600000, 0, 4, 4503
devices, 3600000, 0, 3, 83633
devices, 3600000, 0, 4, 110156
devices, 3600000, 0, 4, 61934
devices, 3600000, 0, 3, 42719
devices, 3600000, 0, 4, 151070
devices, 3600000, 0, 4, 102848
devices, 3600000, 0, 4, 3757
devices, 3600000, 0, 2, 754
devices, 3600000, 0, 1, 3943
devices, 3600000, 0, 2, 240357
devices, 3600000, 0, 3, 4503
devices, 3600000, 0, 2, 134704
devices, 3600000, 0, 3, 110156
devices, 3600000, 0, 3, 61934
devices, 3600000, 0, 2, 93790
devices, 3600000, 0, 3, 151070
devices, 3600000, 0, 3, 102848
devices, 3600000, 0, 3, 3757
devices, 3600000, 0, 1, 0
devices, 3600000, 0, 1, 48222
devices, 3600000, 0, 1, 0
devices, 3600000, 0, 1, 76884
devices, 3600000, 0, 1, 28662
devices, 3600000, 0, 1, 147313
devices, 3600000, 0, 1, 99091
devices, 3600000, 0, 1, 0
devices, 3600000, 0, 1, 158903
devices, 3600000, 0, 1, 110681
devices, 3600000, 0, 1, 11590
devices, 3600000, 0, 1, 0
devices, 3600000, 0, 1, 172156
devices, 3600000, 0, 1, 123934
devices, 3600000, 0, 1, 24843
devices, 3600000, 0, 1, 13253
devices, 3600000, 0, 1, 0
devices, 3600000, 0, 1, 189382
devices, 3600000, 0, 1, 141160
devices, 3600000, 0, 1, 42069
devices, 3600000, 0, 1, 30479
devices, 3600000, 0, 1, 17226
devices, 3600000, 0, 1, 0
devices, 3600000, 0, 1, 244300
devices, 3600000, 0, 2, 4503
devices, 3600000, 0, 1, 138647
devices, 3600000, 0, 2, 110156
devices, 3600000, 0, 2, 61934
devices, 3600000, 0, 1, 97733
devices, 3600000, 0, 2, 151070
devices, 3600000, 0, 2, 102848
devices, 3600000, 0, 2, 3757
devices, 3600000, 0, 1, 203908
devices, 3600000, 0, 1, 155686
devices, 3600000, 0, 1, 56595
devices, 3600000, 0, 1, 45005
devices, 3600000, 0, 1, 31752
devices, 3600000, 0, 1, 14526
devices, 3600000, 0, 1, 9365
devices, 3600000, 0, 2, 754
devices, 3600000, 0, 3, 189286
devices, 3600000, 0, 4, 4503
devices, 3600000, 0, 3, 83633
devices, 3600000, 0, 4, 110156
devices, 3600000, 0, 4, 61934
devices, 3600000, 0, 3, 42719
devices, 3600000, 0, 4, 151070
devices, 3600000, 0, 4, 102848
devices, 3600000, 0, 4, 3757
devices, 3600000, 0, 2, 754
devices, 3600000, 0, 1, 199405
devices, 3600000, 0, 2, 4503
devices, 3600000, 0, 1, 93752
devices, 3600000, 0, 2, 110156
devices, 3600000, 0, 2, 61934
devices, 3600000, 0, 1, 52838
devices, 3600000, 0, 2, 151070
devices, 3600000, 0, 2, 102848
devices, 3600000, 0, 2, 3757
devices, 3600000, 0, 1, 85901
devices, 3600000, 0, 1, 31758
devices, 3600000, 0, 1, 9572
devices, 3600000, 0, 1, 85901
devices, 3600000, 0, 1, 31758
devices, 3600000, 0, 1, 9572
devices, 3600000, 0, 1, 52786
devices, 3600000, 0, 1, 480429
devices, 3600000, 0, 1, 480429
devices, 3600000, 0, 1, 480429
devices, 3600000, 0, 2, 1133369
devices, 3600000, 0, 2, 1133369
devices, 3600000, 0, 1, 1685793
devices, 3600000, 0, 1, 1685793
devices, 3600000, 0, 2, 301208
devices, 3600000, 0, 2, 728851
devices, 3600000, 0, 2, 728851
devices, 3600000, 0, 2, 728851
devices, 3600000, 0, 3, 1133369
devices, 3600000, 0, 3, 1133369
devices, 3600000, 0, 1, 301208
devices, 3600000, 0, 1, 728851
devices, 3600000, 0, 1, 728851
devices, 3600000, 0, 1, 728851
devices, 3600000, 0, 2, 1133369
devices, 3600000, 0, 2, 1133369
devices, 3600000, 0, 1, 4226
devices, 3600000, 0, 1, 4226
devices, 3600000, 0, 1, 4226
devices, 3600000, 0, 1, 59490
devices, 3600000, 0, 1, 32786
devices, 3600000, 0, 1, 1138936
devices, 3600000, 0, 1, 1138936
devices, 3600000, 0, 1, 59656
devices, 3600000, 0, 1, 57006
devices, 3600000, 0, 1, 909444
devices, 3600000, 0, 1, 134420
devices, 3600000, 0, 1, 1337087
devices, 3600000, 0, 1, 1337087
devices, 3600000, 0, 1, 1337087
devices, 3600000, 0, 2, 1133369
devices, 3600000, 0, 2, 1133369
devices, 3600000, 0, 1, 17590
devices, 3600000, 0, 1, 37638
devices, 3600000, 0, 1, 3443302
devices, 3600000, 0, 1, 3443142
devices, 3600000, 0, 1, 3187664
devices, 3600000, 0, 1, 883422
devices, 3600000, 0, 1, 536958
devices, 3600000, 0, 1, 246636
devices, 3600000, 0, 1, 76916
devices, 3600000, 0, 2, 15739
devices, 3600000, 0, 2, 15739
devices, 3600000, 0, 3, 74886
devices, 3600000, 0, 1, 93233
devices, 3600000, 0, 1, 93233
devices, 3600000, 0, 2, 74308
devices, 3600000, 0, 1, 241709
devices, 3600000, 0, 2, 4503
devices, 3600000, 0, 1, 136056
devices, 3600000, 0, 2, 110156
devices, 3600000, 0, 2, 61934
devices, 3600000, 0, 1, 95142
devices, 3600000, 0, 2, 151070
devices, 3600000, 0, 2, 102848
devices, 3600000, 0, 2, 3757
devices, 3600000, 0, 1, 246212
devices, 3600000, 0, 1, 197990
devices, 3600000, 0, 1, 98899
devices, 3600000, 0, 1, 87309
devices, 3600000, 0, 1, 74056
devices, 3600000, 0, 1, 56830
devices, 3600000, 0, 1, 51669
devices, 3600000, 0, 2, 754
devices, 3600000, 0, 3, 189286
devices, 3600000, 0, 4, 4503
devices, 3600000, 0, 3, 83633
devices, 3600000, 0, 4, 110156
devices, 3600000, 0, 4, 61934
devices, 3600000, 0, 3, 42719
devices, 3600000, 0, 4, 151070
devices, 3600000, 0, 4, 102848
devices, 3600000, 0, 4, 3757
devices, 3600000, 0, 2, 754
devices, 3600000, 0, 1, 1352
devices, 3600000, 0, 2, 240357
devices, 3600000, 0, 3, 4503
devices, 3600000, 0, 2, 134704
devices, 3600000, 0, 3, 110156
devices, 3600000, 0, 3, 61934
devices, 3600000, 0, 2, 93790
devices, 3600000, 0, 3, 151070
devices, 3600000, 0, 3, 102848
devices, 3600000, 0, 3, 3757
devices, 3600000, 0, 1, 59460
devices, 3600000, 0, 1, 10787
devices, 3600000, 0, 1, 59578
devices, 3600000, 0, 1, 244300
devices, 3600000, 0, 2, 4503
devices, 3600000, 0, 1, 138647
devices, 3600000, 0, 2, 110156
devices, 3600000, 0, 2, 61934
devices, 3600000, 0, 1, 97733
devices, 3600000, 0, 2, 151070
devices, 3600000, 0, 2, 102848
devices, 3600000, 0, 2, 3757
devices, 3600000, 0, 1, 0
devices, 3600000, 0, 1, 48222
devices, 3600000, 0, 1, 0
devices, 3600000, 0, 1, 76884
devices, 3600000, 0, 1, 28662
devices, 3600000, 0, 1, 147313
devices, 3600000, 0, 1, 99091
devices, 3600000, 0, 1, 0
devices, 3600000, 0, 1, 158903
devices, 3600000, 0, 1, 110681
devices, 3600000, 0, 1, 11590
devices, 3600000, 0, 1, 0
devices, 3600000, 0, 1, 172156
devices, 3600000, 0, 1, 123934
devices, 3600000, 0, 1, 24843
devices, 3600000, 0, 1, 13253
devices, 3600000, 0, 1, 0
devices, 3600000, 0, 1, 189382
devices, 3600000, 0, 1, 141160
devices, 3600000, 0, 1, 42069
devices, 3600000, 0, 1, 30479
devices, 3600000, 0, 1, 17226
devices, 3600000, 0, 1, 0
devices, 3600000, 0, 1, 248803
devices, 3600000, 0, 1, 200581
devices, 3600000, 0, 1, 101490
devices, 3600000, 0, 1, 89900
devices, 3600000, 0, 1, 76647
devices, 3600000, 0, 1, 59421
devices, 3600000, 0, 1, 54260
devices, 3600000, 0, 2, 754
devices, 3600000, 0, 3, 189286
devices, 3600000, 0, 4, 4503
devices, 3600000, 0, 3, 83633
devices, 3600000, 0, 4, 110156
devices, 3600000, 0, 4, 61934
devices, 3600000, 0, 3, 42719
devices, 3600000, 0, 4, 151070
devices, 3600000, 0, 4, 102848
devices, 3600000, 0, 4, 3757
devices, 3600000, 0, 2, 754
devices, 3600000, 0, 1, 3943
devices, 3600000, 0, 2, 240357
devices, 3600000, 0, 3, 4503
devices, 3600000, 0, 2, 134704
devices, 3600000, 0, 3, 110156
devices, 3600000, 0, 3, 61934
devices, 3600000, 0, 2, 93790
devices, 3600000, 0, 3, 151070
devices, 3600000, 0, 3, 102848
devices, 3600000, 0, 3, 3757
devices, 3600000, 0, 1, 2926753
devices, 3600000, 0, 1, 2926573
devices, 3600000, 0, 1, 2408725
devices, 3600000, 0, 1, 2326231
devices, 3600000, 0, 1, 1717269
devices, 3600000, 0, 1, 1374710
devices, 3600000, 0, 1, 1199443
devices, 3600000, 0, 1, 593193
devices, 3600000, 0, 1, 342656
devices, 3600000, 0, 1, 2589291
devices, 3600000, 0, 1, 83692
devices, 3600000, 0, 1, 3282070
devices, 3600000, 0, 1, 3104386
devices, 3600000, 0, 1, 861685
devices, 3600000, 0, 1, 1296057
devices, 3600000, 0, 1, 57330
devices, 3600000, 0, 1, 40160
devices, 3600000, 0, 1, 59629
devices, 3600000, 0, 1, 59557
devices, 3600000, 0, 1, 3541670
devices, 3600000, 0, 1, 3363986
devices, 3600000, 0, 1, 1121285
devices, 3600000, 0, 1, 1555657
devices, 3600000, 0, 1, 54529
devices, 3600000, 0, 1, 59472
devices, 3600000, 0, 1, 3094373
devices, 3600000, 0, 1, 40347
devices, 3600000, 0, 1, 76328
devices, 3600000, 0, 1, 22185
devices, 3600000, 0, 1, 76328
devices, 3600000, 0, 1, 22185
devices, 3600000, 0, 1, 3443346
devices, 3600000, 0, 1, 3443186
devices, 3600000, 0, 1, 3187708
devices, 3600000, 0, 1, 883466
devices, 3600000, 0, 1, 537002
devices, 3600000, 0, 1, 246680
devices, 3600000, 0, 1, 76960
devices, 3600000, 0, 2, 15739
devices, 3600000, 0, 2, 15739
devices, 3600000, 0, 3, 74886
devices, 3600000, 0, 1, 93277
devices, 3600000, 0, 1, 93277
devices, 3600000, 0, 2, 74308
devices, 3600000, 0, 1, 19970
devices, 3600000, 0, 2, 3423452
devices, 3600000, 0, 2, 3423292
devices, 3600000, 0, 2, 3167814
devices, 3600000, 0, 2, 863572
devices, 3600000, 0, 2, 517108
devices, 3600000, 0, 2, 226786
devices, 3600000, 0, 2, 57066
devices, 3600000, 0, 3, 15739
devices, 3600000, 0, 3, 15739
devices, 3600000, 0, 4, 74886
devices, 3600000, 0, 2, 73383
devices, 3600000, 0, 2, 73383
devices, 3600000, 0, 3, 74308
devices, 3600000, 0, 1, 92775
devices, 3600000, 0, 1, 92775
devices, 3600000, 0, 2, 74886
devices, 3600000, 0, 1, 234877
devices, 3600000, 0, 2, 4503
devices, 3600000, 0, 1, 129224
devices, 3600000, 0, 2, 110156
devices, 3600000, 0, 2, 61934
devices, 3600000, 0, 1, 88310
devices, 3600000, 0, 2, 151070
devices, 3600000, 0, 2, 102848
devices, 3600000, 0, 2, 3757
devices, 3600000, 0, 1, 239380
devices, 3600000, 0, 1, 191158
devices, 3600000, 0, 1, 92067
devices, 3600000, 0, 1, 80477
devices, 3600000, 0, 1, 67224
devices, 3600000, 0, 1, 49998
devices, 3600000, 0, 1, 44837
devices, 3600000, 0, 2, 754
devices, 3600000, 0, 3, 189286
devices, 3600000, 0, 4, 4503
devices, 3600000, 0, 3, 83633
devices, 3600000, 0, 4, 110156
devices, 3600000, 0, 4, 61934
devices, 3600000, 0, 3, 42719
devices, 3600000, 0, 4, 151070
devices, 3600000, 0, 4, 102848
devices, 3600000, 0, 4, 3757
devices, 3600000, 0, 2, 754
devices, 3600000, 0, 1, 86173
devices, 3600000, 0, 1, 32030
devices, 3600000, 0, 1, 9844
devices, 3600000, 0, 1, 86173
devices, 3600000, 0, 1, 32030
devices, 3600000, 0, 1, 9844
devices, 3600000, 0, 1, 59579
devices, 3600000, 0, 1, 1393756
devices, 3600000, 0, 1, 1393756
devices, 3600000, 0, 1, 1393756
devices, 3600000, 0, 1, 57754
devices, 3600000, 0, 1, 9763
devices, 3600000, 0, 1, 244300
devices, 3600000, 0, 2, 4503
devices, 3600000, 0, 1, 138647
devices, 3600000, 0, 2, 110156
devices, 3600000, 0, 2, 61934
devices, 3600000, 0, 1, 97733
devices, 3600000, 0, 2, 151070
devices, 3600000, 0, 2, 102848
devices, 3600000, 0, 2, 3757
devices, 3600000, 0, 1, 0
devices, 3600000, 0, 1, 48222
devices, 3600000, 0, 1, 0
devices, 3600000, 0, 1, 147313
devices, 3600000, 0, 1, 99091
devices, 3600000, 0, 1, 0
devices, 3600000, 0, 1, 158903
devices, 3600000, 0, 1, 110681
devices, 3600000, 0, 1, 11590
devices, 3600000, 0, 1, 0
devices, 3600000, 0, 1, 172156
devices, 3600000, 0, 1, 123934
devices, 3600000, 0, 1, 24843
devices, 3600000, 0, 1, 13253
devices, 3600000, 0, 1, 0
devices, 3600000, 0, 1, 189382
devices, 3600000, 0, 1, 141160
devices, 3600000, 0, 1, 42069
devices, 3600000, 0, 1, 30479
devices, 3600000, 0, 1, 17226
devices, 3600000, 0, 1, 0
devices, 3600000, 0, 1, 248803
devices, 3600000, 0, 1, 200581
devices, 3600000, 0, 1, 101490
devices, 3600000, 0, 1, 89900
devices, 3600000, 0, 1, 76647
devices, 3600000, 0, 1, 59421
devices, 3600000, 0, 1, 54260
devices, 3600000, 0, 2, 754
devices, 3600000, 0, 3, 189286
devices, 3600000, 0, 4, 4503
devices, 3600000, 0, 3, 83633
devices, 3600000, 0, 4, 110156
devices, 3600000, 0, 4, 61934
devices, 3600000, 0, 3, 42719
devices, 3600000, 0, 4, 151070
devices, 3600000, 0, 4, 102848
