Dataset,time
smarthomes, 341
smarthomes, 388
smarthomes, 335
smarthomes, 704
smarthomes, 19
smarthomes, 18
smarthomes, 17
smarthomes, 48
smarthomes, 524
smarthomes, 1011
smarthomes, 1264
smarthomes, 17
smarthomes, 114
smarthomes, 1
smarthomes, 95
smarthomes, 211
smarthomes, 1627
smarthomes, 177
smarthomes, 240
smarthomes, 4947
smarthomes, 1284
smarthomes, 315
smarthomes, 627
smarthomes, 204
smarthomes, 113
smarthomes, 327
smarthomes, 124
smarthomes, 489
smarthomes, 191
smarthomes, 4
smarthomes, 1
smarthomes, 0
smarthomes, 1
smarthomes, 1
smarthomes, 1
smarthomes, 0
smarthomes, 2
smarthomes, 0
smarthomes, 0
smarthomes, 1
smarthomes, 1
smarthomes, 0
smarthomes, 4
smarthomes, 2
smarthomes, 1
smarthomes, 1
smarthomes, 2
smarthomes, 1
smarthomes, 3
smarthomes, 4
smarthomes, 1
smarthomes, 2
smarthomes, 1
smarthomes, 1
smarthomes, 7
smarthomes, 0
smarthomes, 2
smarthomes, 14
smarthomes, 1
smarthomes, 0
smarthomes, 0
smarthomes, 0
smarthomes, 1
smarthomes, 0
smarthomes, 1
smarthomes, 1
smarthomes, 0
smarthomes, 0
smarthomes, 0
smarthomes, 1
smarthomes, 0
smarthomes, 0
smarthomes, 1
smarthomes, 1
smarthomes, 2
smarthomes, 0
smarthomes, 0
smarthomes, 0
smarthomes, 1
smarthomes, 5
smarthomes, 0
smarthomes, 0
smarthomes, 2
smarthomes, 8
smarthomes, 2
smarthomes, 0
smarthomes, 1
smarthomes, 1
smarthomes, 1
smarthomes, 2
smarthomes, 0
smarthomes, 1
smarthomes, 1
smarthomes, 1
smarthomes, 0
smarthomes, 0
smarthomes, 1
smarthomes, 0
smarthomes, 1
smarthomes, 0
smarthomes, 1
smarthomes, 0
smarthomes, 0
smarthomes, 1
smarthomes, 0
smarthomes, 1
smarthomes, 0
smarthomes, 0
smarthomes, 2
smarthomes, 1
smarthomes, 0
smarthomes, 0
smarthomes, 0
smarthomes, 2
smarthomes, 1
smarthomes, 0
smarthomes, 0
smarthomes, 2
smarthomes, 1
smarthomes, 1
smarthomes, 1
smarthomes, 0
smarthomes, 1
smarthomes, 0
smarthomes, 1
smarthomes, 0
smarthomes, 2
smarthomes, 2
smarthomes, 0
smarthomes, 1
smarthomes, 0
smarthomes, 1
smarthomes, 3
smarthomes, 5
smarthomes, 0
smarthomes, 1
smarthomes, 0
smarthomes, 3
smarthomes, 0
smarthomes, 2
smarthomes, 1
smarthomes, 0
smarthomes, 0
smarthomes, 0
smarthomes, 2
smarthomes, 0
smarthomes, 1
smarthomes, 0
smarthomes, 1
smarthomes, 0
smarthomes, 1
smarthomes, 0
smarthomes, 1
smarthomes, 0
smarthomes, 0
smarthomes, 2
smarthomes, 1
smarthomes, 1
smarthomes, 1
smarthomes, 3
smarthomes, 0
smarthomes, 1
smarthomes, 0
smarthomes, 1
smarthomes, 0
smarthomes, 2
smarthomes, 0
smarthomes, 1
smarthomes, 2
smarthomes, 0
smarthomes, 1
smarthomes, 0
smarthomes, 2
smarthomes, 1
smarthomes, 8
smarthomes, 0
smarthomes, 2
smarthomes, 2
smarthomes, 2
smarthomes, 1
smarthomes, 2
smarthomes, 1
smarthomes, 0
smarthomes, 1
smarthomes, 1
smarthomes, 2
smarthomes, 2
smarthomes, 3
smarthomes, 1
smarthomes, 0
smarthomes, 1
smarthomes, 0
smarthomes, 1
smarthomes, 2
smarthomes, 0
smarthomes, 2
smarthomes, 0
smarthomes, 1
smarthomes, 0
smarthomes, 1
smarthomes, 1
smarthomes, 0
smarthomes, 0
smarthomes, 1
smarthomes, 2
smarthomes, 0
smarthomes, 0
smarthomes, 1
smarthomes, 2
smarthomes, 1
smarthomes, 0
smarthomes, 1
smarthomes, 88
smarthomes, 12
smarthomes, 7
smarthomes, 41
smarthomes, 13
smarthomes, 129
smarthomes, 26
smarthomes, 2818
smarthomes, 647
smarthomes, 525
smarthomes, 101
smarthomes, 758
smarthomes, 56
smarthomes, 833
smarthomes, 376
smarthomes, 533
smarthomes, 158
smarthomes, 1481
smarthomes, 1269
smarthomes, 425
smarthomes, 255
smarthomes, 432
smarthomes, 38
smarthomes, 1857
smarthomes, 365
smarthomes, 842
smarthomes, 121
smarthomes, 229
smarthomes, 1057
smarthomes, 3
smarthomes, 2267
smarthomes, 2666
smarthomes, 926
smarthomes, 2723
smarthomes, 414
smarthomes, 303
smarthomes, 517
smarthomes, 768
smarthomes, 189
smarthomes, 1608
smarthomes, 53
smarthomes, 3
smarthomes, 15
smarthomes, 10
smarthomes, 971
smarthomes, 294
smarthomes, 823
smarthomes, 965
smarthomes, 1091
smarthomes, 536
smarthomes, 469
smarthomes, 46
smarthomes, 216
smarthomes, 8664
smarthomes, 1181
smarthomes, 4876
smarthomes, 1002
smarthomes, 7457
smarthomes, 1008
smarthomes, 2211
smarthomes, 14893
smarthomes, 1741
smarthomes, 11063
smarthomes, 8760
smarthomes, 7746
smarthomes, 658
smarthomes, 1059
smarthomes, 0
smarthomes, 1243
smarthomes, 2400
smarthomes, 2028
smarthomes, 3754
smarthomes, 2899
smarthomes, 10424
smarthomes, 502
smarthomes, 164
smarthomes, 766
smarthomes, 1855
smarthomes, 1746
smarthomes, 3610
smarthomes, 2424
smarthomes, 8232
smarthomes, 13530
smarthomes, 9115
smarthomes, 3432
smarthomes, 14283
smarthomes, 21081
smarthomes, 4220
smarthomes, 28057
smarthomes, 51
smarthomes, 20278
smarthomes, 0
smarthomes, 106
smarthomes, 8367
smarthomes, 4177
smarthomes, 14512
smarthomes, 7000
smarthomes, 4394
smarthomes, 60295
smarthomes, 2292
smarthomes, 5000
smarthomes, 14703
smarthomes, 22220
smarthomes, 14949
smarthomes, 2898
smarthomes, 179
smarthomes, 23932
smarthomes, 1
smarthomes, 12
smarthomes, 90
smarthomes, 18
smarthomes, 101
smarthomes, 5
smarthomes, 74
smarthomes, 50
smarthomes, 249
smarthomes, 160
smarthomes, 24
smarthomes, 79
smarthomes, 368
smarthomes, 29
smarthomes, 1969
smarthomes, 76
smarthomes, 23
smarthomes, 112
smarthomes, 56
smarthomes, 309
smarthomes, 2199
smarthomes, 1005
smarthomes, 1722
smarthomes, 80
smarthomes, 130
smarthomes, 34
smarthomes, 10
smarthomes, 2940
smarthomes, 1312
smarthomes, 717
smarthomes, 4509
smarthomes, 15
smarthomes, 993
smarthomes, 1670
smarthomes, 7657
smarthomes, 4262
smarthomes, 6246
smarthomes, 2060
smarthomes, 20
smarthomes, 1409
smarthomes, 77
smarthomes, 260
smarthomes, 568
smarthomes, 1482
smarthomes, 79
smarthomes, 3206
smarthomes, 8256
smarthomes, 10326
smarthomes, 5960
smarthomes, 247
smarthomes, 3178
smarthomes, 658
smarthomes, 1988
smarthomes, 2019
smarthomes, 37207
smarthomes, 0
smarthomes, 82
smarthomes, 7
smarthomes, 305
smarthomes, 301
smarthomes, 60
smarthomes, 4320
smarthomes, 45
smarthomes, 801
smarthomes, 3508
smarthomes, 2412
smarthomes, 10002
smarthomes, 23
smarthomes, 0
smarthomes, 12
smarthomes, 44
smarthomes, 6530
smarthomes, 20992
smarthomes, 41251
smarthomes, 672
smarthomes, 8669
smarthomes, 3080
smarthomes, 1
smarthomes, 3418
smarthomes, 60
smarthomes, 52
smarthomes, 34489
smarthomes, 16165
smarthomes, 61
smarthomes, 1
smarthomes, 378
smarthomes, 471
smarthomes, 24
smarthomes, 4576
smarthomes, 1789
smarthomes, 874
smarthomes, 531
smarthomes, 5536
smarthomes, 9344
smarthomes, 4111
smarthomes, 1
smarthomes, 71759
smarthomes, 52888
smarthomes, 107
smarthomes, 13142
smarthomes, 40913
smarthomes, 63603
smarthomes, 52025
smarthomes, 33057
smarthomes, 12266
smarthomes, 451
smarthomes, 1793
smarthomes, 6171
smarthomes, 9144
smarthomes, 2299
smarthomes, 22107
smarthomes, 8571
smarthomes, 1
smarthomes, 288
smarthomes, 6
smarthomes, 78
smarthomes, 24
smarthomes, 547
smarthomes, 227
smarthomes, 7770
smarthomes, 626
smarthomes, 171
smarthomes, 2
smarthomes, 1472
smarthomes, 801
smarthomes, 135
smarthomes, 502
smarthomes, 1611
smarthomes, 6277
smarthomes, 15946
smarthomes, 38015
smarthomes, 7702
smarthomes, 10452
smarthomes, 5426
smarthomes, 2920
smarthomes, 1845
smarthomes, 42
smarthomes, 458
smarthomes, 3792
smarthomes, 8089
smarthomes, 67307
smarthomes, 3348
smarthomes, 22321
smarthomes, 1264
smarthomes, 2001
smarthomes, 1
smarthomes, 590
smarthomes, 142
smarthomes, 1989
smarthomes, 156
smarthomes, 16
smarthomes, 5712
smarthomes, 34
smarthomes, 1536
smarthomes, 51
smarthomes, 11311
smarthomes, 1570
smarthomes, 2482
smarthomes, 5706
smarthomes, 2508
smarthomes, 851
smarthomes, 2385
smarthomes, 7584
smarthomes, 37
smarthomes, 13350
smarthomes, 10174
smarthomes, 63089
smarthomes, 62813
smarthomes, 923
smarthomes, 333
smarthomes, 880
smarthomes, 68747
smarthomes, 192
smarthomes, 813
smarthomes, 13240
smarthomes, 3608
smarthomes, 15242
smarthomes, 25723
smarthomes, 1
smarthomes, 3051
smarthomes, 3528
smarthomes, 95
smarthomes, 93
smarthomes, 189
smarthomes, 1372
smarthomes, 61
smarthomes, 50
smarthomes, 59
smarthomes, 4378
smarthomes, 2274
smarthomes, 73
smarthomes, 1525
smarthomes, 322
smarthomes, 5677
smarthomes, 35662
smarthomes, 19312
smarthomes, 17188
smarthomes, 18
smarthomes, 36
smarthomes, 6
smarthomes, 131
smarthomes, 7
smarthomes, 103
smarthomes, 18
smarthomes, 13
smarthomes, 4
smarthomes, 71
smarthomes, 555
smarthomes, 32
smarthomes, 931
smarthomes, 6136
smarthomes, 19215
smarthomes, 2563
smarthomes, 187
smarthomes, 2010
smarthomes, 1510
smarthomes, 69
smarthomes, 287
smarthomes, 17
smarthomes, 16
smarthomes, 387
smarthomes, 54
smarthomes, 1293
smarthomes, 338
smarthomes, 161
smarthomes, 356
smarthomes, 163
smarthomes, 53
smarthomes, 1431
smarthomes, 6410
smarthomes, 9599
smarthomes, 273
smarthomes, 249
smarthomes, 20
smarthomes, 1337
smarthomes, 138
smarthomes, 368
smarthomes, 293
smarthomes, 453
smarthomes, 0
smarthomes, 3863
smarthomes, 13020
smarthomes, 314
smarthomes, 588
smarthomes, 337
smarthomes, 563
smarthomes, 261
smarthomes, 83
smarthomes, 3318
smarthomes, 225
smarthomes, 1888
smarthomes, 1150
smarthomes, 1700
smarthomes, 24
smarthomes, 17
smarthomes, 44
smarthomes, 142
smarthomes, 7353
smarthomes, 916
smarthomes, 61
smarthomes, 258
smarthomes, 578
smarthomes, 141
smarthomes, 759
smarthomes, 309
smarthomes, 10629
smarthomes, 5876
smarthomes, 151
smarthomes, 748
smarthomes, 293
smarthomes, 138
smarthomes, 473
smarthomes, 278
smarthomes, 619
smarthomes, 184
smarthomes, 338
smarthomes, 1611
smarthomes, 3310
smarthomes, 159
smarthomes, 25087
smarthomes, 4531
smarthomes, 129
smarthomes, 18
smarthomes, 4084
smarthomes, 634
smarthomes, 3604
smarthomes, 487
smarthomes, 5606
smarthomes, 37
smarthomes, 4372
smarthomes, 5980
smarthomes, 4939
smarthomes, 0
smarthomes, 1048
smarthomes, 13934
smarthomes, 4549
smarthomes, 21822
smarthomes, 5077
smarthomes, 7329
smarthomes, 2177
smarthomes, 9907
smarthomes, 19530
smarthomes, 269
smarthomes, 2828
smarthomes, 61
smarthomes, 3819
smarthomes, 1848
smarthomes, 13286
smarthomes, 7831
smarthomes, 17
smarthomes, 32
smarthomes, 5922
smarthomes, 75
smarthomes, 78
smarthomes, 7463
smarthomes, 3938
smarthomes, 2890
smarthomes, 12462
smarthomes, 20103
smarthomes, 26842
smarthomes, 8033
smarthomes, 16366
smarthomes, 206
smarthomes, 569
smarthomes, 4083
smarthomes, 17
smarthomes, 9980
smarthomes, 24777
smarthomes, 17662
smarthomes, 4114
smarthomes, 96
smarthomes, 734
smarthomes, 121
smarthomes, 14156
smarthomes, 287
smarthomes, 11613
smarthomes, 5272
smarthomes, 13525
smarthomes, 5036
smarthomes, 83
smarthomes, 2085
smarthomes, 26540
smarthomes, 17422
smarthomes, 60
smarthomes, 1240
smarthomes, 55
smarthomes, 1192
smarthomes, 2487
smarthomes, 344
smarthomes, 2692
smarthomes, 3435
smarthomes, 6126
smarthomes, 3355
smarthomes, 27
smarthomes, 28
smarthomes, 15
smarthomes, 62
smarthomes, 3106
smarthomes, 102
smarthomes, 1537
smarthomes, 20911
smarthomes, 18301
smarthomes, 306
smarthomes, 11908
smarthomes, 59145
smarthomes, 1543
smarthomes, 1295
smarthomes, 1833
smarthomes, 13406
smarthomes, 4014
smarthomes, 327
smarthomes, 114
smarthomes, 11858
smarthomes, 1365
smarthomes, 5900
smarthomes, 6052
smarthomes, 13162
smarthomes, 7977
smarthomes, 17
smarthomes, 414
smarthomes, 1598
smarthomes, 11474
smarthomes, 576
smarthomes, 87
smarthomes, 12777
smarthomes, 6669
smarthomes, 507
smarthomes, 19931
smarthomes, 1164
smarthomes, 19430
smarthomes, 358
smarthomes, 16
smarthomes, 12723
smarthomes, 13
smarthomes, 206
smarthomes, 412
smarthomes, 66
smarthomes, 1
smarthomes, 3
smarthomes, 13
smarthomes, 16
smarthomes, 66
smarthomes, 6
smarthomes, 38
smarthomes, 178
smarthomes, 903
smarthomes, 107
smarthomes, 104
smarthomes, 318
smarthomes, 400
smarthomes, 167
smarthomes, 353
smarthomes, 372
smarthomes, 731
smarthomes, 37
smarthomes, 293
smarthomes, 111
smarthomes, 6691
smarthomes, 1441
smarthomes, 5019
smarthomes, 575
smarthomes, 8606
smarthomes, 1316
smarthomes, 4462
smarthomes, 18
smarthomes, 32533
smarthomes, 708
smarthomes, 3700
smarthomes, 1
smarthomes, 2
smarthomes, 5
smarthomes, 2
smarthomes, 2
smarthomes, 1
smarthomes, 2
smarthomes, 5
smarthomes, 2
smarthomes, 0
smarthomes, 5
smarthomes, 1
smarthomes, 2
smarthomes, 2
smarthomes, 3
smarthomes, 1
smarthomes, 1
smarthomes, 2
smarthomes, 1
smarthomes, 3
smarthomes, 1
smarthomes, 1
smarthomes, 2
smarthomes, 2
smarthomes, 2
smarthomes, 2
smarthomes, 2
smarthomes, 1
smarthomes, 1
smarthomes, 2
smarthomes, 1
smarthomes, 3
smarthomes, 2
smarthomes, 1
smarthomes, 1
smarthomes, 2
smarthomes, 3
smarthomes, 2
smarthomes, 1
smarthomes, 2
smarthomes, 2
smarthomes, 1
smarthomes, 2
smarthomes, 1
smarthomes, 1
smarthomes, 1
smarthomes, 2
smarthomes, 2
smarthomes, 1
smarthomes, 5
smarthomes, 1
smarthomes, 4
smarthomes, 2
smarthomes, 1
smarthomes, 2
smarthomes, 1
smarthomes, 1
smarthomes, 2
smarthomes, 1
smarthomes, 3
smarthomes, 2
smarthomes, 1
smarthomes, 2
smarthomes, 1
smarthomes, 2
smarthomes, 2
smarthomes, 1
smarthomes, 1
smarthomes, 1
smarthomes, 2
smarthomes, 1
smarthomes, 2
smarthomes, 2
smarthomes, 2
smarthomes, 5
smarthomes, 2
smarthomes, 1
smarthomes, 3
smarthomes, 1
smarthomes, 3
smarthomes, 0
smarthomes, 2
smarthomes, 1
smarthomes, 3
smarthomes, 3
smarthomes, 2
smarthomes, 1
smarthomes, 16
smarthomes, 5397
smarthomes, 4
smarthomes, 25207
smarthomes, 14784
smarthomes, 40837
smarthomes, 1
smarthomes, 4218
smarthomes, 35816
smarthomes, 1484
smarthomes, 21870
smarthomes, 5683
smarthomes, 21368
smarthomes, 6
smarthomes, 26947
smarthomes, 6964
smarthomes, 2558
smarthomes, 9
smarthomes, 42356
smarthomes, 11860
smarthomes, 4812
smarthomes, 2894
smarthomes, 29911
smarthomes, 18
smarthomes, 0
smarthomes, 11614
smarthomes, 21423
smarthomes, 9600
smarthomes, 22
smarthomes, 550
smarthomes, 13049
smarthomes, 3810
smarthomes, 1645440
smarthomes, 14010
smarthomes, 21
smarthomes, 76016
smarthomes, 6261
smarthomes, 1801
smarthomes, 0
smarthomes, 260
smarthomes, 136859
smarthomes, 4746
smarthomes, 620
smarthomes, 4
smarthomes, 3204
smarthomes, 125907
smarthomes, 2571
smarthomes, 10884
smarthomes, 85066
smarthomes, 81942
smarthomes, 13937
smarthomes, 44560
smarthomes, 45
smarthomes, 59
smarthomes, 0
smarthomes, 2
smarthomes, 0
smarthomes, 0
smarthomes, 1
smarthomes, 0
smarthomes, 0
smarthomes, 2
smarthomes, 0
smarthomes, 0
smarthomes, 1
smarthomes, 0
smarthomes, 1
smarthomes, 50
smarthomes, 8
smarthomes, 27
smarthomes, 16
smarthomes, 122
smarthomes, 104
smarthomes, 218
smarthomes, 14
smarthomes, 10
smarthomes, 0
smarthomes, 3
smarthomes, 1
smarthomes, 5
smarthomes, 3
smarthomes, 3
smarthomes, 1
smarthomes, 2
smarthomes, 3
smarthomes, 0
smarthomes, 3
smarthomes, 0
smarthomes, 0
smarthomes, 79
smarthomes, 1
smarthomes, 5
smarthomes, 87
smarthomes, 75
smarthomes, 87
smarthomes, 224
smarthomes, 1
smarthomes, 0
smarthomes, 3
smarthomes, 4
smarthomes, 4
smarthomes, 2
smarthomes, 1
smarthomes, 1
smarthomes, 3
smarthomes, 0
smarthomes, 1
smarthomes, 8
smarthomes, 1
smarthomes, 3
smarthomes, 2
smarthomes, 0
smarthomes, 1
smarthomes, 0
smarthomes, 2
smarthomes, 0
smarthomes, 4
smarthomes, 0
smarthomes, 101
smarthomes, 102
smarthomes, 17
smarthomes, 215
smarthomes, 99
smarthomes, 178
smarthomes, 103
smarthomes, 1335
smarthomes, 46
smarthomes, 441
smarthomes, 1532
smarthomes, 305
smarthomes, 141
smarthomes, 3586
smarthomes, 104
smarthomes, 35
smarthomes, 2195
smarthomes, 62
smarthomes, 528
smarthomes, 55
smarthomes, 63
smarthomes, 6609
smarthomes, 5107
smarthomes, 1399
smarthomes, 6668
smarthomes, 121
smarthomes, 1925
smarthomes, 80
smarthomes, 3034
smarthomes, 820
smarthomes, 6127
smarthomes, 328
smarthomes, 4850
smarthomes, 1910
smarthomes, 1096
smarthomes, 63
smarthomes, 20
smarthomes, 114
smarthomes, 119
smarthomes, 1012
smarthomes, 450
smarthomes, 1777
smarthomes, 467
smarthomes, 476
smarthomes, 1026
smarthomes, 5608
smarthomes, 1451
smarthomes, 759
smarthomes, 3352
smarthomes, 1058
smarthomes, 454
smarthomes, 720
smarthomes, 34
smarthomes, 4168
smarthomes, 0
smarthomes, 536
smarthomes, 2601
smarthomes, 692
smarthomes, 577
smarthomes, 2882
smarthomes, 419
smarthomes, 774
smarthomes, 536
smarthomes, 4990
smarthomes, 65
smarthomes, 90
smarthomes, 22
smarthomes, 11
smarthomes, 20
smarthomes, 2
smarthomes, 0
smarthomes, 3
smarthomes, 2
smarthomes, 2
smarthomes, 9
smarthomes, 2
smarthomes, 9
smarthomes, 6
smarthomes, 2
smarthomes, 8
smarthomes, 0
smarthomes, 1
smarthomes, 2
smarthomes, 2
smarthomes, 0
smarthomes, 1
smarthomes, 3
smarthomes, 1
smarthomes, 2
smarthomes, 1
smarthomes, 1
smarthomes, 0
smarthomes, 2
smarthomes, 2
smarthomes, 2
smarthomes, 0
smarthomes, 2
smarthomes, 2
smarthomes, 0
smarthomes, 5
smarthomes, 0
smarthomes, 1
smarthomes, 1
smarthomes, 4
smarthomes, 0
smarthomes, 2
smarthomes, 0
smarthomes, 1
smarthomes, 0
smarthomes, 0
smarthomes, 1
smarthomes, 0
smarthomes, 1
smarthomes, 3
smarthomes, 155
smarthomes, 18
smarthomes, 20
smarthomes, 27
smarthomes, 3
smarthomes, 9
smarthomes, 1
smarthomes, 1
smarthomes, 1
smarthomes, 1
smarthomes, 0
smarthomes, 19
smarthomes, 5
smarthomes, 4
smarthomes, 1
smarthomes, 0
smarthomes, 2
smarthomes, 1
smarthomes, 1
smarthomes, 1
smarthomes, 1
smarthomes, 7
smarthomes, 0
smarthomes, 2
smarthomes, 1
smarthomes, 0
smarthomes, 0
smarthomes, 1
smarthomes, 1
smarthomes, 0
smarthomes, 0
smarthomes, 1
smarthomes, 0
smarthomes, 0
smarthomes, 1
smarthomes, 0
smarthomes, 1
smarthomes, 1
smarthomes, 0
smarthomes, 1
smarthomes, 0
smarthomes, 0
smarthomes, 0
smarthomes, 1
smarthomes, 0
smarthomes, 0
smarthomes, 0
smarthomes, 1
smarthomes, 0
smarthomes, 0
smarthomes, 1
smarthomes, 1
smarthomes, 2
smarthomes, 282
smarthomes, 4
smarthomes, 0
smarthomes, 3
smarthomes, 2
smarthomes, 1
smarthomes, 0
smarthomes, 2
smarthomes, 1
smarthomes, 3
smarthomes, 3
smarthomes, 2
smarthomes, 0
smarthomes, 5
smarthomes, 1
smarthomes, 3
smarthomes, 0
smarthomes, 1
smarthomes, 2
smarthomes, 1
smarthomes, 3
smarthomes, 1
smarthomes, 1
smarthomes, 1
smarthomes, 1
smarthomes, 1
smarthomes, 0
smarthomes, 0
smarthomes, 1
smarthomes, 0
smarthomes, 2
smarthomes, 1
smarthomes, 1
smarthomes, 1
smarthomes, 0
smarthomes, 1
smarthomes, 1
smarthomes, 0
smarthomes, 1
smarthomes, 1
smarthomes, 0
smarthomes, 3
smarthomes, 1
smarthomes, 0
smarthomes, 0
smarthomes, 2
smarthomes, 1
smarthomes, 0
smarthomes, 1
smarthomes, 3
smarthomes, 1
smarthomes, 1
smarthomes, 1
smarthomes, 2
smarthomes, 1
smarthomes, 1
smarthomes, 0
smarthomes, 2
smarthomes, 2
smarthomes, 1
smarthomes, 0
smarthomes, 1
smarthomes, 1
smarthomes, 1
smarthomes, 1
smarthomes, 1
smarthomes, 0
smarthomes, 0
smarthomes, 1
smarthomes, 0
smarthomes, 1
smarthomes, 0
smarthomes, 0
smarthomes, 2
smarthomes, 3
smarthomes, 3
smarthomes, 0
smarthomes, 0
smarthomes, 2
smarthomes, 5
smarthomes, 0
smarthomes, 1
smarthomes, 1
smarthomes, 5
smarthomes, 7
smarthomes, 1
smarthomes, 1
smarthomes, 4
smarthomes, 2
smarthomes, 1
smarthomes, 138
smarthomes, 15
smarthomes, 142
smarthomes, 2
smarthomes, 1
smarthomes, 7
smarthomes, 268
smarthomes, 542
smarthomes, 41
smarthomes, 260
smarthomes, 60
smarthomes, 11
smarthomes, 488
smarthomes, 162
smarthomes, 318
smarthomes, 275
smarthomes, 122
smarthomes, 796
smarthomes, 321
smarthomes, 443
smarthomes, 65
smarthomes, 495
smarthomes, 336
smarthomes, 1188
smarthomes, 598
smarthomes, 240
smarthomes, 1312
smarthomes, 24
smarthomes, 91
smarthomes, 0
smarthomes, 1
smarthomes, 0
smarthomes, 1
smarthomes, 0
smarthomes, 0
smarthomes, 1
smarthomes, 1
smarthomes, 0
smarthomes, 1
smarthomes, 0
smarthomes, 1
smarthomes, 0
smarthomes, 1
smarthomes, 1
smarthomes, 0
smarthomes, 1
smarthomes, 0
smarthomes, 1
smarthomes, 0
smarthomes, 1
smarthomes, 0
smarthomes, 1
smarthomes, 1
smarthomes, 0
smarthomes, 1
smarthomes, 0
smarthomes, 1
smarthomes, 0
smarthomes, 1
smarthomes, 0
smarthomes, 1
smarthomes, 0
smarthomes, 1
smarthomes, 1
smarthomes, 0
smarthomes, 1
smarthomes, 0
smarthomes, 1
smarthomes, 1
smarthomes, 0
smarthomes, 1
smarthomes, 0
smarthomes, 1
smarthomes, 1
smarthomes, 0
smarthomes, 1
smarthomes, 0
smarthomes, 1
smarthomes, 0
smarthomes, 1
smarthomes, 0
smarthomes, 1
smarthomes, 0
smarthomes, 1
smarthomes, 1
smarthomes, 0
smarthomes, 1
smarthomes, 0
smarthomes, 1
smarthomes, 0
smarthomes, 1
smarthomes, 0
smarthomes, 1
smarthomes, 1
smarthomes, 0
smarthomes, 1
smarthomes, 0
smarthomes, 1
smarthomes, 1
smarthomes, 0
smarthomes, 1
smarthomes, 0
smarthomes, 1
smarthomes, 0
smarthomes, 0
smarthomes, 1
smarthomes, 1
smarthomes, 0
smarthomes, 1
smarthomes, 0
smarthomes, 1
smarthomes, 0
smarthomes, 1
smarthomes, 0
smarthomes, 1
smarthomes, 1
smarthomes, 0
smarthomes, 1
smarthomes, 0
smarthomes, 1
smarthomes, 0
smarthomes, 1
smarthomes, 0
smarthomes, 1
smarthomes, 1
smarthomes, 0
smarthomes, 1
smarthomes, 0
smarthomes, 1
smarthomes, 0
smarthomes, 1
smarthomes, 0
smarthomes, 1
smarthomes, 1
smarthomes, 0
smarthomes, 1
smarthomes, 0
smarthomes, 1
smarthomes, 1
smarthomes, 0
smarthomes, 1
smarthomes, 0
smarthomes, 1
smarthomes, 0
smarthomes, 1
smarthomes, 792
smarthomes, 379
smarthomes, 3039
smarthomes, 215
smarthomes, 195
smarthomes, 13
smarthomes, 2982
smarthomes, 38
smarthomes, 1229
smarthomes, 2889
smarthomes, 2396
smarthomes, 1401
smarthomes, 1278
smarthomes, 107
smarthomes, 113
smarthomes, 3623
smarthomes, 1276
smarthomes, 4336
smarthomes, 576
smarthomes, 568
smarthomes, 84
smarthomes, 182
smarthomes, 1122
smarthomes, 18
smarthomes, 546
smarthomes, 356
smarthomes, 1153
smarthomes, 338
smarthomes, 1073
smarthomes, 987
smarthomes, 1232
smarthomes, 1767
smarthomes, 2205
smarthomes, 2745
smarthomes, 160
smarthomes, 145
smarthomes, 165
smarthomes, 162
smarthomes, 336
smarthomes, 19
smarthomes, 50
smarthomes, 19
smarthomes, 73
smarthomes, 967
smarthomes, 422
smarthomes, 2072
smarthomes, 7870
smarthomes, 1234
smarthomes, 1
smarthomes, 645
smarthomes, 3826
smarthomes, 1532
smarthomes, 7015
smarthomes, 4735
smarthomes, 3583
smarthomes, 8606
smarthomes, 1142
smarthomes, 1328
smarthomes, 2683
smarthomes, 11390
smarthomes, 17
smarthomes, 2225
smarthomes, 49074
smarthomes, 12782
smarthomes, 805
smarthomes, 1990
smarthomes, 26
smarthomes, 20989
smarthomes, 124
smarthomes, 3123
smarthomes, 85
smarthomes, 237
smarthomes, 1427
smarthomes, 3294
smarthomes, 30
smarthomes, 35
smarthomes, 112
smarthomes, 32
smarthomes, 383
smarthomes, 4
smarthomes, 1
smarthomes, 4
smarthomes, 6
smarthomes, 62
smarthomes, 2
smarthomes, 31
smarthomes, 17
smarthomes, 0
smarthomes, 284
smarthomes, 182
smarthomes, 75
smarthomes, 0
smarthomes, 1
smarthomes, 0
smarthomes, 312
smarthomes, 325
smarthomes, 3
smarthomes, 5
smarthomes, 9
smarthomes, 3
smarthomes, 3
smarthomes, 3
smarthomes, 14
smarthomes, 5
smarthomes, 3
smarthomes, 3
smarthomes, 2
smarthomes, 3
smarthomes, 0
smarthomes, 2
smarthomes, 1
smarthomes, 4
smarthomes, 1
smarthomes, 3
smarthomes, 1
smarthomes, 1
smarthomes, 2
smarthomes, 0
smarthomes, 1
smarthomes, 0
smarthomes, 1
smarthomes, 0
smarthomes, 1
smarthomes, 2
smarthomes, 0
smarthomes, 1
smarthomes, 1
smarthomes, 1
smarthomes, 1
smarthomes, 2
smarthomes, 2
smarthomes, 3
smarthomes, 0
smarthomes, 2
smarthomes, 2
smarthomes, 1
smarthomes, 1
smarthomes, 3
smarthomes, 7368
smarthomes, 1547
smarthomes, 1023
smarthomes, 208
smarthomes, 274761
smarthomes, 688
smarthomes, 28
smarthomes, 19354
smarthomes, 51693
smarthomes, 22908
smarthomes, 3820
smarthomes, 382
smarthomes, 124225
smarthomes, 10419
smarthomes, 13830
smarthomes, 132
smarthomes, 171
smarthomes, 6254
smarthomes, 15708
smarthomes, 53
